,player,session,date,score,filled
5788,Player 7,Strength Building,2022-05-05,8.0,Not Filled
5789,Player 7,Strength Building,2022-05-06,8.0,Not Filled
5790,Player 7,Strength Building,2022-05-09,5.0,Not Filled
5791,Player 7,Strength Building,2022-05-10,4.0,Not Filled
5792,Player 7,Strength Building,2022-05-11,10.0,Not Filled
5793,Player 7,Strength Building,2022-05-12,9.0,Not Filled
5794,Player 7,Strength Building,2022-05-13,5.0,Not Filled
5795,Player 7,Strength Building,2022-05-16,5.0,Filled
5796,Player 7,Strength Building,2022-05-17,5.0,Not Filled
5797,Player 7,Strength Building,2022-05-18,9.0,Not Filled
5798,Player 7,Strength Building,2022-05-19,7.0,Not Filled
5799,Player 7,Strength Building,2022-05-20,6.0,Not Filled
5800,Player 7,Strength Building,2022-05-23,5.0,Not Filled
5801,Player 7,Strength Building,2022-05-24,4.0,Not Filled
5802,Player 7,Strength Building,2022-05-25,4.0,Filled
5803,Player 7,Strength Building,2022-05-26,3.0,Not Filled
5804,Player 7,Strength Building,2022-05-27,8.0,Not Filled
5805,Player 7,Strength Building,2022-05-30,8.0,Filled
5806,Player 7,Strength Building,2022-05-31,10.0,Not Filled
5807,Player 7,Strength Building,2022-06-01,10.0,Filled
5808,Player 7,Strength Building,2022-06-02,3.0,Not Filled
5809,Player 7,Strength Building,2022-06-03,3.0,Filled
5810,Player 7,Strength Building,2022-06-06,5.0,Not Filled
5811,Player 7,Strength Building,2022-06-07,10.0,Not Filled
5812,Player 7,Strength Building,2022-06-08,5.0,Not Filled
5813,Player 7,Strength Building,2022-06-09,4.0,Not Filled
5814,Player 7,Strength Building,2022-06-10,5.0,Not Filled
5815,Player 7,Strength Building,2022-06-13,3.0,Not Filled
5816,Player 7,Strength Building,2022-06-14,3.0,Not Filled
5817,Player 7,Strength Building,2022-06-15,3.0,Filled
5818,Player 7,Strength Building,2022-06-16,5.0,Not Filled
5819,Player 7,Strength Building,2022-06-17,5.0,Filled
5820,Player 7,Strength Building,2022-06-20,4.0,Not Filled
5821,Player 7,Strength Building,2022-06-21,10.0,Not Filled
5822,Player 7,Strength Building,2022-06-22,10.0,Filled
5823,Player 7,Strength Building,2022-06-23,10.0,Filled
5824,Player 7,Strength Building,2022-06-24,10.0,Filled
5825,Player 7,Strength Building,2022-06-27,6.0,Not Filled
5826,Player 7,Strength Building,2022-06-28,8.0,Not Filled
5827,Player 7,Strength Building,2022-06-29,9.0,Not Filled
5828,Player 7,Strength Building,2022-06-30,9.0,Filled
5829,Player 7,Strength Building,2022-07-01,9.0,Filled
5830,Player 7,Strength Building,2022-07-04,5.0,Not Filled
5831,Player 7,Strength Building,2022-07-05,8.0,Not Filled
5832,Player 7,Strength Building,2022-07-06,5.0,Not Filled
5833,Player 7,Strength Building,2022-07-07,6.0,Not Filled
5834,Player 7,Strength Building,2022-07-08,10.0,Not Filled
5835,Player 7,Strength Building,2022-07-11,10.0,Filled
5836,Player 7,Strength Building,2022-07-12,7.0,Not Filled
5837,Player 7,Strength Building,2022-07-13,7.0,Filled
5838,Player 7,Strength Building,2022-07-14,3.0,Not Filled
5839,Player 7,Strength Building,2022-07-15,3.0,Filled
5840,Player 7,Strength Building,2022-07-18,3.0,Filled
5841,Player 7,Strength Building,2022-07-19,6.0,Not Filled
5842,Player 7,Strength Building,2022-07-20,3.0,Not Filled
5843,Player 7,Strength Building,2022-07-21,3.0,Filled
5844,Player 7,Strength Building,2022-07-22,3.0,Filled
5845,Player 7,Strength Building,2022-07-25,6.0,Not Filled
5846,Player 7,Strength Building,2022-07-26,10.0,Not Filled
5847,Player 7,Strength Building,2022-07-27,10.0,Not Filled
5848,Player 7,Strength Building,2022-07-28,10.0,Filled
5849,Player 7,Strength Building,2022-07-29,6.0,Not Filled
5850,Player 8,Agility,2022-01-03,7.0,Not Filled
5851,Player 8,Agility,2022-01-04,7.0,Filled
5852,Player 8,Agility,2022-01-05,5.0,Not Filled
5853,Player 8,Agility,2022-01-06,8.0,Not Filled
5854,Player 8,Agility,2022-01-07,10.0,Not Filled
5855,Player 8,Agility,2022-01-10,7.0,Not Filled
5856,Player 8,Agility,2022-01-11,8.0,Not Filled
5857,Player 8,Agility,2022-01-12,9.0,Not Filled
5858,Player 8,Agility,2022-01-13,10.0,Not Filled
5859,Player 8,Agility,2022-01-14,10.0,Filled
5860,Player 8,Agility,2022-01-17,10.0,Filled
5861,Player 8,Agility,2022-01-18,10.0,Filled
5862,Player 8,Agility,2022-01-19,4.0,Not Filled
5863,Player 8,Agility,2022-01-20,3.0,Not Filled
5864,Player 8,Agility,2022-01-21,5.0,Not Filled
5865,Player 8,Agility,2022-01-24,3.0,Not Filled
5866,Player 8,Agility,2022-01-25,9.0,Not Filled
5867,Player 8,Agility,2022-01-26,9.0,Filled
5868,Player 8,Agility,2022-01-27,5.0,Not Filled
5869,Player 8,Agility,2022-01-28,3.0,Not Filled
5870,Player 8,Agility,2022-01-31,7.0,Not Filled
5871,Player 8,Agility,2022-02-01,7.0,Filled
5872,Player 8,Agility,2022-02-02,7.0,Filled
5873,Player 8,Agility,2022-02-03,6.0,Not Filled
5874,Player 8,Agility,2022-02-04,4.0,Not Filled
5875,Player 8,Agility,2022-02-07,5.0,Not Filled
5876,Player 8,Agility,2022-02-08,5.0,Not Filled
5877,Player 8,Agility,2022-02-09,4.0,Not Filled
5878,Player 8,Agility,2022-02-10,4.0,Filled
5879,Player 8,Agility,2022-02-11,4.0,Filled
5880,Player 8,Agility,2022-02-14,10.0,Not Filled
5881,Player 8,Agility,2022-02-15,5.0,Not Filled
5882,Player 8,Agility,2022-02-16,5.0,Filled
5883,Player 8,Agility,2022-02-17,4.0,Not Filled
5884,Player 8,Agility,2022-02-18,4.0,Not Filled
5885,Player 8,Agility,2022-02-21,4.0,Not Filled
5886,Player 8,Agility,2022-02-22,5.0,Not Filled
5887,Player 8,Agility,2022-02-23,6.0,Not Filled
5888,Player 8,Agility,2022-02-24,4.0,Not Filled
5889,Player 8,Agility,2022-02-25,5.0,Not Filled
5890,Player 8,Agility,2022-02-28,4.0,Not Filled
5891,Player 8,Agility,2022-03-01,7.0,Not Filled
5892,Player 8,Agility,2022-03-02,7.0,Filled
5893,Player 8,Agility,2022-03-03,7.0,Filled
5894,Player 8,Agility,2022-03-04,8.0,Not Filled
5895,Player 8,Agility,2022-03-07,9.0,Not Filled
5896,Player 8,Agility,2022-03-08,10.0,Not Filled
5897,Player 8,Agility,2022-03-09,4.0,Not Filled
5898,Player 8,Agility,2022-03-10,4.0,Filled
5899,Player 8,Agility,2022-03-11,3.0,Not Filled
5900,Player 8,Agility,2022-03-14,5.0,Not Filled
5901,Player 8,Agility,2022-03-15,3.0,Not Filled
5902,Player 8,Agility,2022-03-16,6.0,Not Filled
5903,Player 8,Agility,2022-03-17,3.0,Not Filled
5904,Player 8,Agility,2022-03-18,5.0,Not Filled
5905,Player 8,Agility,2022-03-21,8.0,Not Filled
5906,Player 8,Agility,2022-03-22,3.0,Not Filled
5907,Player 8,Agility,2022-03-23,3.0,Not Filled
5908,Player 8,Agility,2022-03-24,3.0,Not Filled
5909,Player 8,Agility,2022-03-25,3.0,Filled
5910,Player 8,Agility,2022-03-28,3.0,Not Filled
5911,Player 8,Agility,2022-03-29,9.0,Not Filled
5912,Player 8,Agility,2022-03-30,7.0,Not Filled
5913,Player 8,Agility,2022-03-31,10.0,Not Filled
5914,Player 8,Agility,2022-04-01,10.0,Filled
5915,Player 8,Agility,2022-04-04,5.0,Not Filled
5916,Player 8,Agility,2022-04-05,9.0,Not Filled
5917,Player 8,Agility,2022-04-06,9.0,Filled
5918,Player 8,Agility,2022-04-07,4.0,Not Filled
5919,Player 8,Agility,2022-04-08,4.0,Not Filled
5920,Player 8,Agility,2022-04-11,5.0,Not Filled
5921,Player 8,Agility,2022-04-12,5.0,Not Filled
5922,Player 8,Agility,2022-04-13,9.0,Not Filled
5923,Player 8,Agility,2022-04-14,7.0,Not Filled
5924,Player 8,Agility,2022-04-15,9.0,Not Filled
5925,Player 8,Agility,2022-04-18,10.0,Not Filled
5926,Player 8,Agility,2022-04-19,10.0,Not Filled
5927,Player 8,Agility,2022-04-20,7.0,Not Filled
5928,Player 8,Agility,2022-04-21,4.0,Not Filled
5929,Player 8,Agility,2022-04-22,9.0,Not Filled
5930,Player 8,Agility,2022-04-25,9.0,Filled
5931,Player 8,Agility,2022-04-26,6.0,Not Filled
5932,Player 8,Agility,2022-04-27,7.0,Not Filled
5933,Player 8,Agility,2022-04-28,5.0,Not Filled
5934,Player 8,Agility,2022-04-29,5.0,Filled
5935,Player 8,Agility,2022-05-02,9.0,Not Filled
5936,Player 8,Agility,2022-05-03,5.0,Not Filled
5937,Player 8,Agility,2022-05-04,5.0,Filled
5938,Player 8,Agility,2022-05-05,4.0,Not Filled
5939,Player 8,Agility,2022-05-06,9.0,Not Filled
5940,Player 8,Agility,2022-05-09,9.0,Filled
5941,Player 8,Agility,2022-05-10,9.0,Filled
5942,Player 8,Agility,2022-05-11,8.0,Not Filled
5943,Player 8,Agility,2022-05-12,6.0,Not Filled
5944,Player 8,Agility,2022-05-13,7.0,Not Filled
5945,Player 8,Agility,2022-05-16,7.0,Filled
5946,Player 8,Agility,2022-05-17,3.0,Not Filled
5947,Player 8,Agility,2022-05-18,3.0,Not Filled
5948,Player 8,Agility,2022-05-19,3.0,Filled
5949,Player 8,Agility,2022-05-20,8.0,Not Filled
5950,Player 8,Agility,2022-05-23,4.0,Not Filled
5951,Player 8,Agility,2022-05-24,4.0,Not Filled
5952,Player 8,Agility,2022-05-25,4.0,Filled
5953,Player 8,Agility,2022-05-26,6.0,Not Filled
5954,Player 8,Agility,2022-05-27,8.0,Not Filled
5955,Player 8,Agility,2022-05-30,8.0,Not Filled
5956,Player 8,Agility,2022-05-31,8.0,Filled
5957,Player 8,Agility,2022-06-01,5.0,Not Filled
5958,Player 8,Agility,2022-06-02,4.0,Not Filled
5959,Player 8,Agility,2022-06-03,4.0,Filled
5960,Player 8,Agility,2022-06-06,8.0,Not Filled
5961,Player 8,Agility,2022-06-07,4.0,Not Filled
5962,Player 8,Agility,2022-06-08,10.0,Not Filled
5963,Player 8,Agility,2022-06-09,10.0,Filled
5964,Player 8,Agility,2022-06-10,10.0,Filled
5965,Player 8,Agility,2022-06-13,9.0,Not Filled
5966,Player 8,Agility,2022-06-14,6.0,Not Filled
5967,Player 8,Agility,2022-06-15,6.0,Filled
5968,Player 8,Agility,2022-06-16,5.0,Not Filled
5969,Player 8,Agility,2022-06-17,5.0,Filled
5970,Player 8,Agility,2022-06-20,5.0,Filled
5971,Player 8,Agility,2022-06-21,6.0,Not Filled
5972,Player 8,Agility,2022-06-22,6.0,Filled
5973,Player 8,Agility,2022-06-23,9.0,Not Filled
5974,Player 8,Agility,2022-06-24,8.0,Not Filled
5975,Player 8,Agility,2022-06-27,8.0,Filled
5976,Player 8,Agility,2022-06-28,10.0,Not Filled
5977,Player 8,Agility,2022-06-29,10.0,Not Filled
5978,Player 8,Agility,2022-06-30,4.0,Not Filled
5979,Player 8,Agility,2022-07-01,7.0,Not Filled
5980,Player 8,Agility,2022-07-04,7.0,Filled
5981,Player 8,Agility,2022-07-05,7.0,Filled
5982,Player 8,Agility,2022-07-06,7.0,Filled
5983,Player 8,Agility,2022-07-07,7.0,Not Filled
5984,Player 8,Agility,2022-07-08,8.0,Not Filled
5985,Player 8,Agility,2022-07-11,10.0,Not Filled
5986,Player 8,Agility,2022-07-12,7.0,Not Filled
5987,Player 8,Agility,2022-07-13,8.0,Not Filled
5988,Player 8,Agility,2022-07-14,3.0,Not Filled
5989,Player 8,Agility,2022-07-15,6.0,Not Filled
5990,Player 8,Agility,2022-07-18,9.0,Not Filled
5991,Player 8,Agility,2022-07-19,4.0,Not Filled
5992,Player 8,Agility,2022-07-20,8.0,Not Filled
5993,Player 8,Agility,2022-07-21,6.0,Not Filled
5994,Player 8,Agility,2022-07-22,6.0,Not Filled
5995,Player 8,Agility,2022-07-25,9.0,Not Filled
5996,Player 8,Agility,2022-07-26,9.0,Filled
5997,Player 8,Agility,2022-07-27,9.0,Filled
5998,Player 8,Agility,2022-07-28,8.0,Not Filled
5999,Player 8,Agility,2022-07-29,7.0,Not Filled
6000,Player 8,Cardio,2022-01-03,5.0,Not Filled
6001,Player 8,Cardio,2022-01-04,7.0,Not Filled
6002,Player 8,Cardio,2022-01-05,7.0,Not Filled
6003,Player 8,Cardio,2022-01-06,6.0,Not Filled
6004,Player 8,Cardio,2022-01-07,3.0,Not Filled
6005,Player 8,Cardio,2022-01-10,3.0,Not Filled
6006,Player 8,Cardio,2022-01-11,3.0,Filled
6007,Player 8,Cardio,2022-01-12,3.0,Filled
6008,Player 8,Cardio,2022-01-13,3.0,Filled
6009,Player 8,Cardio,2022-01-14,6.0,Not Filled
6010,Player 8,Cardio,2022-01-17,6.0,Filled
6011,Player 8,Cardio,2022-01-18,3.0,Not Filled
6012,Player 8,Cardio,2022-01-19,3.0,Filled
6013,Player 8,Cardio,2022-01-20,3.0,Filled
6014,Player 8,Cardio,2022-01-21,5.0,Not Filled
6015,Player 8,Cardio,2022-01-24,5.0,Filled
6016,Player 8,Cardio,2022-01-25,5.0,Filled
6017,Player 8,Cardio,2022-01-26,8.0,Not Filled
6018,Player 8,Cardio,2022-01-27,8.0,Filled
6019,Player 8,Cardio,2022-01-28,3.0,Not Filled
6020,Player 8,Cardio,2022-01-31,8.0,Not Filled
6021,Player 8,Cardio,2022-02-01,7.0,Not Filled
6022,Player 8,Cardio,2022-02-02,4.0,Not Filled
6023,Player 8,Cardio,2022-02-03,4.0,Not Filled
6024,Player 8,Cardio,2022-02-04,6.0,Not Filled
6025,Player 8,Cardio,2022-02-07,6.0,Filled
6026,Player 8,Cardio,2022-02-08,6.0,Filled
6027,Player 8,Cardio,2022-02-09,6.0,Not Filled
6028,Player 8,Cardio,2022-02-10,10.0,Not Filled
6029,Player 8,Cardio,2022-02-11,7.0,Not Filled
6030,Player 8,Cardio,2022-02-14,7.0,Filled
6031,Player 8,Cardio,2022-02-15,3.0,Not Filled
6032,Player 8,Cardio,2022-02-16,7.0,Not Filled
6033,Player 8,Cardio,2022-02-17,7.0,Filled
6034,Player 8,Cardio,2022-02-18,5.0,Not Filled
6035,Player 8,Cardio,2022-02-21,10.0,Not Filled
6036,Player 8,Cardio,2022-02-22,6.0,Not Filled
6037,Player 8,Cardio,2022-02-23,7.0,Not Filled
6038,Player 8,Cardio,2022-02-24,7.0,Filled
6039,Player 8,Cardio,2022-02-25,6.0,Not Filled
6040,Player 8,Cardio,2022-02-28,6.0,Not Filled
6041,Player 8,Cardio,2022-03-01,5.0,Not Filled
6042,Player 8,Cardio,2022-03-02,5.0,Filled
6043,Player 8,Cardio,2022-03-03,10.0,Not Filled
6044,Player 8,Cardio,2022-03-04,9.0,Not Filled
6045,Player 8,Cardio,2022-03-07,9.0,Filled
6046,Player 8,Cardio,2022-03-08,7.0,Not Filled
6047,Player 8,Cardio,2022-03-09,9.0,Not Filled
6048,Player 8,Cardio,2022-03-10,3.0,Not Filled
6049,Player 8,Cardio,2022-03-11,8.0,Not Filled
6050,Player 8,Cardio,2022-03-14,6.0,Not Filled
6051,Player 8,Cardio,2022-03-15,6.0,Filled
6052,Player 8,Cardio,2022-03-16,6.0,Filled
6053,Player 8,Cardio,2022-03-17,8.0,Not Filled
6054,Player 8,Cardio,2022-03-18,8.0,Filled
6055,Player 8,Cardio,2022-03-21,6.0,Not Filled
6056,Player 8,Cardio,2022-03-22,10.0,Not Filled
6057,Player 8,Cardio,2022-03-23,10.0,Filled
6058,Player 8,Cardio,2022-03-24,10.0,Filled
6059,Player 8,Cardio,2022-03-25,10.0,Filled
6060,Player 8,Cardio,2022-03-28,10.0,Filled
6061,Player 8,Cardio,2022-03-29,10.0,Filled
6062,Player 8,Cardio,2022-03-30,10.0,Not Filled
6063,Player 8,Cardio,2022-03-31,7.0,Not Filled
6064,Player 8,Cardio,2022-04-01,5.0,Not Filled
6065,Player 8,Cardio,2022-04-04,6.0,Not Filled
6066,Player 8,Cardio,2022-04-05,5.0,Not Filled
6067,Player 8,Cardio,2022-04-06,4.0,Not Filled
6068,Player 8,Cardio,2022-04-07,9.0,Not Filled
6069,Player 8,Cardio,2022-04-08,3.0,Not Filled
6070,Player 8,Cardio,2022-04-11,3.0,Filled
6071,Player 8,Cardio,2022-04-12,6.0,Not Filled
6072,Player 8,Cardio,2022-04-13,3.0,Not Filled
6073,Player 8,Cardio,2022-04-14,6.0,Not Filled
6074,Player 8,Cardio,2022-04-15,6.0,Filled
6075,Player 8,Cardio,2022-04-18,7.0,Not Filled
6076,Player 8,Cardio,2022-04-19,7.0,Filled
6077,Player 8,Cardio,2022-04-20,7.0,Filled
6078,Player 8,Cardio,2022-04-21,9.0,Not Filled
6079,Player 8,Cardio,2022-04-22,6.0,Not Filled
6080,Player 8,Cardio,2022-04-25,6.0,Filled
6081,Player 8,Cardio,2022-04-26,6.0,Not Filled
6082,Player 8,Cardio,2022-04-27,8.0,Not Filled
6083,Player 8,Cardio,2022-04-28,8.0,Filled
6084,Player 8,Cardio,2022-04-29,9.0,Not Filled
6085,Player 8,Cardio,2022-05-02,9.0,Filled
6086,Player 8,Cardio,2022-05-03,3.0,Not Filled
6087,Player 8,Cardio,2022-05-04,3.0,Filled
6088,Player 8,Cardio,2022-05-05,4.0,Not Filled
6089,Player 8,Cardio,2022-05-06,9.0,Not Filled
6090,Player 8,Cardio,2022-05-09,9.0,Filled
6091,Player 8,Cardio,2022-05-10,9.0,Not Filled
6092,Player 8,Cardio,2022-05-11,10.0,Not Filled
6093,Player 8,Cardio,2022-05-12,10.0,Filled
6094,Player 8,Cardio,2022-05-13,9.0,Not Filled
6095,Player 8,Cardio,2022-05-16,5.0,Not Filled
6096,Player 8,Cardio,2022-05-17,5.0,Filled
6097,Player 8,Cardio,2022-05-18,5.0,Filled
6098,Player 8,Cardio,2022-05-19,9.0,Not Filled
6099,Player 8,Cardio,2022-05-20,8.0,Not Filled
6100,Player 8,Cardio,2022-05-23,10.0,Not Filled
6101,Player 8,Cardio,2022-05-24,10.0,Filled
6102,Player 8,Cardio,2022-05-25,6.0,Not Filled
6103,Player 8,Cardio,2022-05-26,8.0,Not Filled
6104,Player 8,Cardio,2022-05-27,8.0,Filled
6105,Player 8,Cardio,2022-05-30,9.0,Not Filled
6106,Player 8,Cardio,2022-05-31,7.0,Not Filled
6107,Player 8,Cardio,2022-06-01,3.0,Not Filled
6108,Player 8,Cardio,2022-06-02,7.0,Not Filled
6109,Player 8,Cardio,2022-06-03,7.0,Filled
6110,Player 8,Cardio,2022-06-06,7.0,Filled
6111,Player 8,Cardio,2022-06-07,7.0,Filled
6112,Player 8,Cardio,2022-06-08,4.0,Not Filled
6113,Player 8,Cardio,2022-06-09,4.0,Not Filled
6114,Player 8,Cardio,2022-06-10,10.0,Not Filled
6115,Player 8,Cardio,2022-06-13,4.0,Not Filled
6116,Player 8,Cardio,2022-06-14,7.0,Not Filled
6117,Player 8,Cardio,2022-06-15,7.0,Filled
6118,Player 8,Cardio,2022-06-16,8.0,Not Filled
6119,Player 8,Cardio,2022-06-17,8.0,Filled
6120,Player 8,Cardio,2022-06-20,3.0,Not Filled
6121,Player 8,Cardio,2022-06-21,9.0,Not Filled
6122,Player 8,Cardio,2022-06-22,6.0,Not Filled
6123,Player 8,Cardio,2022-06-23,4.0,Not Filled
6124,Player 8,Cardio,2022-06-24,3.0,Not Filled
6125,Player 8,Cardio,2022-06-27,8.0,Not Filled
6126,Player 8,Cardio,2022-06-28,8.0,Filled
6127,Player 8,Cardio,2022-06-29,8.0,Filled
6128,Player 8,Cardio,2022-06-30,5.0,Not Filled
6129,Player 8,Cardio,2022-07-01,3.0,Not Filled
6130,Player 8,Cardio,2022-07-04,10.0,Not Filled
6131,Player 8,Cardio,2022-07-05,7.0,Not Filled
6132,Player 8,Cardio,2022-07-06,6.0,Not Filled
6133,Player 8,Cardio,2022-07-07,7.0,Not Filled
6134,Player 8,Cardio,2022-07-08,3.0,Not Filled
6135,Player 8,Cardio,2022-07-11,8.0,Not Filled
6136,Player 8,Cardio,2022-07-12,5.0,Not Filled
6137,Player 8,Cardio,2022-07-13,5.0,Filled
6138,Player 8,Cardio,2022-07-14,5.0,Not Filled
6139,Player 8,Cardio,2022-07-15,5.0,Filled
6140,Player 8,Cardio,2022-07-18,6.0,Not Filled
6141,Player 8,Cardio,2022-07-19,6.0,Filled
6142,Player 8,Cardio,2022-07-20,3.0,Not Filled
6143,Player 8,Cardio,2022-07-21,8.0,Not Filled
6144,Player 8,Cardio,2022-07-22,8.0,Filled
6145,Player 8,Cardio,2022-07-25,8.0,Not Filled
6146,Player 8,Cardio,2022-07-26,8.0,Filled
6147,Player 8,Cardio,2022-07-27,8.0,Not Filled
6148,Player 8,Cardio,2022-07-28,5.0,Not Filled
6149,Player 8,Cardio,2022-07-29,4.0,Not Filled
6150,Player 8,Strength Building,2022-01-03,6.0,Not Filled
6151,Player 8,Strength Building,2022-01-04,8.0,Not Filled
6152,Player 8,Strength Building,2022-01-05,8.0,Not Filled
6153,Player 8,Strength Building,2022-01-06,8.0,Filled
6154,Player 8,Strength Building,2022-01-07,4.0,Not Filled
6155,Player 8,Strength Building,2022-01-10,3.0,Not Filled
6156,Player 8,Strength Building,2022-01-11,3.0,Filled
6157,Player 8,Strength Building,2022-01-12,3.0,Filled
6158,Player 8,Strength Building,2022-01-13,3.0,Filled
6159,Player 8,Strength Building,2022-01-14,6.0,Not Filled
6160,Player 8,Strength Building,2022-01-17,9.0,Not Filled
6161,Player 8,Strength Building,2022-01-18,9.0,Filled
6162,Player 8,Strength Building,2022-01-19,10.0,Not Filled
6163,Player 8,Strength Building,2022-01-20,7.0,Not Filled
6164,Player 8,Strength Building,2022-01-21,7.0,Not Filled
6165,Player 8,Strength Building,2022-01-24,10.0,Not Filled
6166,Player 8,Strength Building,2022-01-25,4.0,Not Filled
6167,Player 8,Strength Building,2022-01-26,4.0,Filled
6168,Player 8,Strength Building,2022-01-27,3.0,Not Filled
6169,Player 8,Strength Building,2022-01-28,5.0,Not Filled
6170,Player 8,Strength Building,2022-01-31,5.0,Filled
6171,Player 8,Strength Building,2022-02-01,3.0,Not Filled
6172,Player 8,Strength Building,2022-02-02,3.0,Not Filled
6173,Player 8,Strength Building,2022-02-03,3.0,Filled
6174,Player 8,Strength Building,2022-02-04,5.0,Not Filled
6175,Player 8,Strength Building,2022-02-07,4.0,Not Filled
6176,Player 8,Strength Building,2022-02-08,4.0,Filled
6177,Player 8,Strength Building,2022-02-09,3.0,Not Filled
6178,Player 8,Strength Building,2022-02-10,7.0,Not Filled
6179,Player 8,Strength Building,2022-02-11,7.0,Filled
6180,Player 8,Strength Building,2022-02-14,7.0,Filled
6181,Player 8,Strength Building,2022-02-15,7.0,Filled
6182,Player 8,Strength Building,2022-02-16,4.0,Not Filled
6183,Player 8,Strength Building,2022-02-17,6.0,Not Filled
6184,Player 8,Strength Building,2022-02-18,5.0,Not Filled
6185,Player 8,Strength Building,2022-02-21,7.0,Not Filled
6186,Player 8,Strength Building,2022-02-22,6.0,Not Filled
6187,Player 8,Strength Building,2022-02-23,6.0,Filled
6188,Player 8,Strength Building,2022-02-24,5.0,Not Filled
6189,Player 8,Strength Building,2022-02-25,10.0,Not Filled
6190,Player 8,Strength Building,2022-02-28,6.0,Not Filled
6191,Player 8,Strength Building,2022-03-01,6.0,Filled
6192,Player 8,Strength Building,2022-03-02,6.0,Filled
6193,Player 8,Strength Building,2022-03-03,6.0,Not Filled
6194,Player 8,Strength Building,2022-03-04,4.0,Not Filled
6195,Player 8,Strength Building,2022-03-07,4.0,Not Filled
6196,Player 8,Strength Building,2022-03-08,9.0,Not Filled
6197,Player 8,Strength Building,2022-03-09,4.0,Not Filled
6198,Player 8,Strength Building,2022-03-10,4.0,Not Filled
6199,Player 8,Strength Building,2022-03-11,8.0,Not Filled
6200,Player 8,Strength Building,2022-03-14,7.0,Not Filled
6201,Player 8,Strength Building,2022-03-15,7.0,Not Filled
6202,Player 8,Strength Building,2022-03-16,7.0,Not Filled
6203,Player 8,Strength Building,2022-03-17,7.0,Filled
6204,Player 8,Strength Building,2022-03-18,5.0,Not Filled
6205,Player 8,Strength Building,2022-03-21,10.0,Not Filled
6206,Player 8,Strength Building,2022-03-22,10.0,Filled
6207,Player 8,Strength Building,2022-03-23,10.0,Filled
6208,Player 8,Strength Building,2022-03-24,7.0,Not Filled
6209,Player 8,Strength Building,2022-03-25,4.0,Not Filled
6210,Player 8,Strength Building,2022-03-28,4.0,Not Filled
6211,Player 8,Strength Building,2022-03-29,8.0,Not Filled
6212,Player 8,Strength Building,2022-03-30,8.0,Filled
6213,Player 8,Strength Building,2022-03-31,4.0,Not Filled
6214,Player 8,Strength Building,2022-04-01,4.0,Filled
6215,Player 8,Strength Building,2022-04-04,4.0,Filled
6216,Player 8,Strength Building,2022-04-05,7.0,Not Filled
6217,Player 8,Strength Building,2022-04-06,7.0,Filled
6218,Player 8,Strength Building,2022-04-07,8.0,Not Filled
6219,Player 8,Strength Building,2022-04-08,9.0,Not Filled
6220,Player 8,Strength Building,2022-04-11,9.0,Not Filled
6221,Player 8,Strength Building,2022-04-12,9.0,Filled
6222,Player 8,Strength Building,2022-04-13,6.0,Not Filled
6223,Player 8,Strength Building,2022-04-14,6.0,Filled
6224,Player 8,Strength Building,2022-04-15,6.0,Filled
6225,Player 8,Strength Building,2022-04-18,6.0,Filled
6226,Player 8,Strength Building,2022-04-19,6.0,Filled
6227,Player 8,Strength Building,2022-04-20,7.0,Not Filled
6228,Player 8,Strength Building,2022-04-21,7.0,Filled
6229,Player 8,Strength Building,2022-04-22,10.0,Not Filled
6230,Player 8,Strength Building,2022-04-25,10.0,Filled
6231,Player 8,Strength Building,2022-04-26,10.0,Filled
6232,Player 8,Strength Building,2022-04-27,9.0,Not Filled
6233,Player 8,Strength Building,2022-04-28,3.0,Not Filled
6234,Player 8,Strength Building,2022-04-29,10.0,Not Filled
6235,Player 8,Strength Building,2022-05-02,10.0,Not Filled
6236,Player 8,Strength Building,2022-05-03,10.0,Filled
6237,Player 8,Strength Building,2022-05-04,10.0,Filled
6238,Player 8,Strength Building,2022-05-05,4.0,Not Filled
6239,Player 8,Strength Building,2022-05-06,5.0,Not Filled
6240,Player 8,Strength Building,2022-05-09,7.0,Not Filled
6241,Player 8,Strength Building,2022-05-10,10.0,Not Filled
6242,Player 8,Strength Building,2022-05-11,5.0,Not Filled
6243,Player 8,Strength Building,2022-05-12,3.0,Not Filled
6244,Player 8,Strength Building,2022-05-13,3.0,Filled
6245,Player 8,Strength Building,2022-05-16,10.0,Not Filled
6246,Player 8,Strength Building,2022-05-17,7.0,Not Filled
6247,Player 8,Strength Building,2022-05-18,7.0,Filled
6248,Player 8,Strength Building,2022-05-19,5.0,Not Filled
6249,Player 8,Strength Building,2022-05-20,5.0,Filled
6250,Player 8,Strength Building,2022-05-23,8.0,Not Filled
6251,Player 8,Strength Building,2022-05-24,8.0,Filled
6252,Player 8,Strength Building,2022-05-25,8.0,Filled
6253,Player 8,Strength Building,2022-05-26,3.0,Not Filled
6254,Player 8,Strength Building,2022-05-27,3.0,Filled
6255,Player 8,Strength Building,2022-05-30,6.0,Not Filled
6256,Player 8,Strength Building,2022-05-31,8.0,Not Filled
6257,Player 8,Strength Building,2022-06-01,4.0,Not Filled
6258,Player 8,Strength Building,2022-06-02,4.0,Not Filled
6259,Player 8,Strength Building,2022-06-03,4.0,Filled
6260,Player 8,Strength Building,2022-06-06,4.0,Filled
6261,Player 8,Strength Building,2022-06-07,4.0,Filled
6262,Player 8,Strength Building,2022-06-08,6.0,Not Filled
