,Flag,Session Date,Player,Session,Score
10361,Carried over,2021-08-13,Player 14,Cardio,9
10362,Actual,2021-08-12,Player 14,Cardio,9
10363,Actual,2021-08-17,Player 14,Cardio,6
10364,Actual,2021-08-18,Player 14,Cardio,4
10365,Actual,2021-08-19,Player 14,Cardio,5
10366,Carried over,2021-08-25,Player 14,Cardio,9
10367,Carried over,2021-08-24,Player 14,Cardio,9
10368,Carried over,2021-08-23,Player 14,Cardio,9
10369,Actual,2021-08-20,Player 14,Cardio,9
10370,Carried over,2021-08-30,Player 14,Cardio,5
10371,Carried over,2021-08-27,Player 14,Cardio,5
10372,Actual,2021-08-26,Player 14,Cardio,5
10373,Carried over,2021-09-01,Player 14,Cardio,10
10374,Actual,2021-08-31,Player 14,Cardio,10
10375,Actual,2021-09-02,Player 14,Cardio,3
10376,Carried over,2021-09-14,Player 14,Cardio,7
10377,Carried over,2021-09-13,Player 14,Cardio,7
10378,Carried over,2021-09-10,Player 14,Cardio,7
10379,Carried over,2021-09-09,Player 14,Cardio,7
10380,Carried over,2021-09-08,Player 14,Cardio,7
10381,Carried over,2021-09-07,Player 14,Cardio,7
10382,Carried over,2021-09-06,Player 14,Cardio,7
10383,Actual,2021-09-03,Player 14,Cardio,7
10384,Actual,2021-09-15,Player 14,Cardio,6
10385,Carried over,2021-09-23,Player 14,Cardio,9
10386,Carried over,2021-09-22,Player 14,Cardio,9
10387,Carried over,2021-09-21,Player 14,Cardio,9
10388,Carried over,2021-09-20,Player 14,Cardio,9
10389,Carried over,2021-09-17,Player 14,Cardio,9
10390,Actual,2021-09-16,Player 14,Cardio,9
10391,Carried over,2021-09-30,Player 14,Cardio,8
10392,Carried over,2021-09-29,Player 14,Cardio,8
10393,Carried over,2021-09-28,Player 14,Cardio,8
10394,Carried over,2021-09-27,Player 14,Cardio,8
10395,Actual,2021-09-24,Player 14,Cardio,8
10396,Carried over,2021-10-06,Player 14,Cardio,4
10397,Carried over,2021-10-05,Player 14,Cardio,4
10398,Carried over,2021-10-04,Player 14,Cardio,4
10399,Actual,2021-10-01,Player 14,Cardio,4
10400,Actual,2021-10-07,Player 14,Cardio,7
10401,Carried over,2021-10-12,Player 14,Cardio,9
10402,Carried over,2021-10-11,Player 14,Cardio,9
10403,Actual,2021-10-08,Player 14,Cardio,9
10404,Actual,2021-10-13,Player 14,Cardio,10
10405,Carried over,2021-10-19,Player 14,Cardio,6
10406,Carried over,2021-10-18,Player 14,Cardio,6
10407,Carried over,2021-10-15,Player 14,Cardio,6
10408,Actual,2021-10-14,Player 14,Cardio,6
10409,Carried over,2021-10-27,Player 14,Cardio,3
10410,Carried over,2021-10-26,Player 14,Cardio,3
10411,Carried over,2021-10-25,Player 14,Cardio,3
10412,Carried over,2021-10-22,Player 14,Cardio,3
10413,Carried over,2021-10-21,Player 14,Cardio,3
10414,Actual,2021-10-20,Player 14,Cardio,3
10415,Actual,2021-10-28,Player 14,Cardio,3
10416,Carried over,2021-11-09,Player 14,Cardio,4
10417,Carried over,2021-11-08,Player 14,Cardio,4
10418,Carried over,2021-11-05,Player 14,Cardio,4
10419,Carried over,2021-11-04,Player 14,Cardio,4
10420,Carried over,2021-11-03,Player 14,Cardio,4
10421,Carried over,2021-11-02,Player 14,Cardio,4
10422,Carried over,2021-11-01,Player 14,Cardio,4
10423,Actual,2021-10-29,Player 14,Cardio,4
10424,Carried over,2021-11-11,Player 14,Cardio,7
10425,Actual,2021-11-10,Player 14,Cardio,7
10426,Carried over,2021-12-01,Player 14,Cardio,9
10427,Carried over,2021-11-30,Player 14,Cardio,9
10428,Carried over,2021-11-29,Player 14,Cardio,9
10429,Carried over,2021-11-26,Player 14,Cardio,9
10430,Carried over,2021-11-25,Player 14,Cardio,9
10431,Carried over,2021-11-24,Player 14,Cardio,9
10432,Carried over,2021-11-23,Player 14,Cardio,9
10433,Carried over,2021-11-22,Player 14,Cardio,9
10434,Carried over,2021-11-19,Player 14,Cardio,9
10435,Carried over,2021-11-18,Player 14,Cardio,9
10436,Carried over,2021-11-17,Player 14,Cardio,9
10437,Carried over,2021-11-16,Player 14,Cardio,9
10438,Carried over,2021-11-15,Player 14,Cardio,9
10439,Actual,2021-11-12,Player 14,Cardio,9
10440,Carried over,2021-12-07,Player 14,Cardio,3
10441,Carried over,2021-12-06,Player 14,Cardio,3
10442,Carried over,2021-12-03,Player 14,Cardio,3
10443,Actual,2021-12-02,Player 14,Cardio,3
10444,Actual,2021-12-08,Player 14,Cardio,10
10445,Actual,2021-12-09,Player 14,Cardio,8
10446,Carried over,2021-12-21,Player 14,Cardio,8
10447,Carried over,2021-12-20,Player 14,Cardio,8
10448,Carried over,2021-12-17,Player 14,Cardio,8
10449,Carried over,2021-12-16,Player 14,Cardio,8
10450,Carried over,2021-12-15,Player 14,Cardio,8
10451,Carried over,2021-12-14,Player 14,Cardio,8
10452,Carried over,2021-12-13,Player 14,Cardio,8
10453,Actual,2021-12-10,Player 14,Cardio,8
10454,Carried over,2021-12-23,Player 14,Cardio,5
10455,Actual,2021-12-22,Player 14,Cardio,5
10456,Carried over,2021-12-28,Player 14,Cardio,10
10457,Carried over,2021-12-27,Player 14,Cardio,10
10458,Actual,2021-12-24,Player 14,Cardio,10
10459,Actual,2021-12-29,Player 14,Cardio,5
10460,Actual,2021-12-30,Player 14,Cardio,3
10461,Actual,2021-12-31,Player 14,Cardio,10
10462,Carried over,2022-01-04,Player 14,Cardio,8
10463,Actual,2022-01-03,Player 14,Cardio,8
10464,Carried over,2022-01-07,Player 14,Cardio,9
10465,Carried over,2022-01-06,Player 14,Cardio,9
10466,Actual,2022-01-05,Player 14,Cardio,9
10467,Actual,2022-01-10,Player 14,Cardio,5
10468,Actual,2022-01-11,Player 14,Cardio,4
10469,Actual,2022-01-12,Player 14,Cardio,10
10470,Actual,2022-01-13,Player 14,Cardio,9
10471,Actual,2022-01-14,Player 14,Cardio,9
10472,Actual,2022-01-17,Player 14,Cardio,4
10473,Actual,2022-01-18,Player 14,Cardio,6
10474,Actual,2022-01-19,Player 14,Cardio,4
10475,Actual,2022-01-20,Player 14,Cardio,5
10476,Carried over,2022-01-24,Player 14,Cardio,9
10477,Actual,2022-01-21,Player 14,Cardio,9
10478,Actual,2022-01-25,Player 14,Cardio,6
10479,Actual,2022-01-26,Player 14,Cardio,6
10480,Actual,2022-01-27,Player 14,Cardio,5
10481,Actual,2022-01-28,Player 14,Cardio,10
10482,Actual,2022-01-31,Player 14,Cardio,7
10483,Carried over,2022-02-02,Player 14,Cardio,10
10484,Actual,2022-02-01,Player 14,Cardio,10
10485,Actual,2022-02-03,Player 14,Cardio,3
10486,Actual,2022-02-04,Player 14,Cardio,7
10487,Actual,2022-02-07,Player 14,Cardio,9
10488,Carried over,2022-02-09,Player 14,Cardio,8
10489,Actual,2022-02-08,Player 14,Cardio,8
10490,Actual,2022-02-10,Player 14,Cardio,3
10491,Carried over,2022-02-14,Player 14,Cardio,7
10492,Actual,2022-02-11,Player 14,Cardio,7
10493,Actual,2022-02-15,Player 14,Cardio,7
10494,Actual,2022-02-16,Player 14,Cardio,6
10495,Carried over,2022-02-21,Player 14,Cardio,9
10496,Carried over,2022-02-18,Player 14,Cardio,9
10497,Actual,2022-02-17,Player 14,Cardio,9
10498,Carried over,2022-02-23,Player 14,Cardio,4
10499,Actual,2022-02-22,Player 14,Cardio,4
10500,Actual,2022-02-24,Player 14,Cardio,7
10501,Actual,2022-02-25,Player 14,Cardio,8
10502,Carried over,2022-03-01,Player 14,Cardio,5
10503,Actual,2022-02-28,Player 14,Cardio,5
10504,Carried over,2022-03-03,Player 14,Cardio,4
10505,Actual,2022-03-02,Player 14,Cardio,4
10506,Actual,2022-03-04,Player 14,Cardio,3
10507,Actual,2022-03-07,Player 14,Cardio,6
10508,Actual,2022-03-08,Player 14,Cardio,7
10509,Actual,2022-03-09,Player 14,Cardio,9
10510,Carried over,2022-03-11,Player 14,Cardio,7
10511,Actual,2022-03-10,Player 14,Cardio,7
10512,Actual,2022-03-14,Player 14,Cardio,10
10513,Carried over,2022-03-18,Player 14,Cardio,6
10514,Carried over,2022-03-17,Player 14,Cardio,6
10515,Carried over,2022-03-16,Player 14,Cardio,6
10516,Actual,2022-03-15,Player 14,Cardio,6
10517,Actual,2022-03-21,Player 14,Cardio,3
10518,Carried over,2022-03-23,Player 14,Cardio,9
10519,Actual,2022-03-22,Player 14,Cardio,9
10520,Actual,2022-03-24,Player 14,Cardio,3
10521,Carried over,2022-03-28,Player 14,Cardio,5
10522,Actual,2022-03-25,Player 14,Cardio,5
10523,Actual,2022-03-29,Player 14,Cardio,3
10524,Actual,2022-03-30,Player 14,Cardio,4
10525,Carried over,2022-04-01,Player 14,Cardio,9
10526,Actual,2022-03-31,Player 14,Cardio,9
10527,Carried over,2022-04-06,Player 14,Cardio,6
10528,Carried over,2022-04-05,Player 14,Cardio,6
10529,Actual,2022-04-04,Player 14,Cardio,6
10530,Actual,2022-04-07,Player 14,Cardio,8
10531,Actual,2022-04-08,Player 14,Cardio,3
10532,Actual,2022-04-11,Player 14,Cardio,7
10533,Actual,2022-04-12,Player 14,Cardio,9
10534,Actual,2022-04-13,Player 14,Cardio,9
10535,Actual,2022-04-14,Player 14,Cardio,3
10536,Carried over,2022-04-19,Player 14,Cardio,3
10537,Carried over,2022-04-18,Player 14,Cardio,3
10538,Actual,2022-04-15,Player 14,Cardio,3
10539,Carried over,2022-04-21,Player 14,Cardio,9
10540,Actual,2022-04-20,Player 14,Cardio,9
10541,Actual,2022-04-22,Player 14,Cardio,7
10542,Actual,2022-04-25,Player 14,Cardio,4
10543,Carried over,2022-04-27,Player 14,Cardio,7
10544,Actual,2022-04-26,Player 14,Cardio,7
10545,Actual,2022-04-28,Player 14,Cardio,9
10546,Actual,2022-04-29,Player 14,Cardio,10
10547,Actual,2022-05-02,Player 14,Cardio,10
10548,Actual,2022-05-03,Player 14,Cardio,3
10549,Actual,2022-05-04,Player 14,Cardio,4
10550,Carried over,2022-05-06,Player 14,Cardio,7
10551,Actual,2022-05-05,Player 14,Cardio,7
10552,Actual,2022-05-09,Player 14,Cardio,10
10553,Actual,2022-05-10,Player 14,Cardio,8
10554,Carried over,2022-05-12,Player 14,Cardio,8
10555,Actual,2022-05-11,Player 14,Cardio,8
10556,Carried over,2022-05-18,Player 14,Cardio,4
10557,Carried over,2022-05-17,Player 14,Cardio,4
10558,Carried over,2022-05-16,Player 14,Cardio,4
10559,Actual,2022-05-13,Player 14,Cardio,4
10560,Carried over,2022-05-20,Player 14,Cardio,5
10561,Actual,2022-05-19,Player 14,Cardio,5
10562,Carried over,2022-05-24,Player 14,Cardio,5
10563,Actual,2022-05-23,Player 14,Cardio,5
10564,Actual,2022-05-25,Player 14,Cardio,10
10565,Carried over,2022-05-27,Player 14,Cardio,5
10566,Actual,2022-05-26,Player 14,Cardio,5
10567,Actual,2022-05-30,Player 14,Cardio,5
10568,Actual,2022-05-31,Player 14,Cardio,3
10569,Actual,2022-06-01,Player 14,Cardio,10
10570,Actual,2022-06-02,Player 14,Cardio,7
10571,Actual,2022-06-03,Player 14,Cardio,3
10572,Actual,2022-06-06,Player 14,Cardio,5
10573,Actual,2022-06-07,Player 14,Cardio,3
10574,Carried over,2022-06-09,Player 14,Cardio,7
10575,Actual,2022-06-08,Player 14,Cardio,7
10576,Carried over,2022-06-13,Player 14,Cardio,7
10577,Actual,2022-06-10,Player 14,Cardio,7
10578,Actual,2022-06-14,Player 14,Cardio,8
10579,Actual,2022-06-15,Player 14,Cardio,5
10580,Carried over,2022-06-17,Player 14,Cardio,8
10581,Actual,2022-06-16,Player 14,Cardio,8
10582,Carried over,2022-06-21,Player 14,Cardio,10
10583,Actual,2022-06-20,Player 14,Cardio,10
10584,Carried over,2022-06-23,Player 14,Cardio,3
10585,Actual,2022-06-22,Player 14,Cardio,3
10586,Carried over,2022-06-27,Player 14,Cardio,10
10587,Actual,2022-06-24,Player 14,Cardio,10
10588,Actual,2022-06-28,Player 14,Cardio,7
10589,Actual,2022-06-29,Player 14,Cardio,4
10590,Actual,2022-06-30,Player 14,Cardio,9
10591,Carried over,2022-07-06,Player 14,Cardio,10
10592,Carried over,2022-07-05,Player 14,Cardio,10
10593,Carried over,2022-07-04,Player 14,Cardio,10
10594,Actual,2022-07-01,Player 14,Cardio,10
10595,Actual,2022-07-07,Player 14,Cardio,5
10596,Actual,2022-07-08,Player 14,Cardio,10
10597,Actual,2022-07-11,Player 14,Cardio,5
10598,Carried over,2022-07-15,Player 14,Cardio,4
10599,Carried over,2022-07-14,Player 14,Cardio,4
10600,Carried over,2022-07-13,Player 14,Cardio,4
10601,Actual,2022-07-12,Player 14,Cardio,4
10602,Actual,2022-07-18,Player 14,Cardio,4
10603,Actual,2022-07-19,Player 14,Cardio,3
10604,Carried over,2022-07-21,Player 14,Cardio,10
10605,Actual,2022-07-20,Player 14,Cardio,10
10606,Carried over,2022-07-27,Player 14,Cardio,4
10607,Carried over,2022-07-26,Player 14,Cardio,4
10608,Carried over,2022-07-25,Player 14,Cardio,4
10609,Actual,2022-07-22,Player 14,Cardio,4
10610,Actual,2022-07-28,Player 14,Cardio,9
10611,Actual,2021-08-04,Player 9,Agility,6
10612,Carried over,2021-08-06,Player 9,Agility,8
10613,Actual,2021-08-05,Player 9,Agility,8
10614,Carried over,2021-08-13,Player 9,Agility,6
10615,Carried over,2021-08-12,Player 9,Agility,6
10616,Carried over,2021-08-11,Player 9,Agility,6
10617,Carried over,2021-08-10,Player 9,Agility,6
10618,Actual,2021-08-09,Player 9,Agility,6
10619,Actual,2021-08-16,Player 9,Agility,10
10620,Actual,2021-08-17,Player 9,Agility,9
10621,Actual,2021-08-18,Player 9,Agility,4
10622,Actual,2021-08-19,Player 9,Agility,7
10623,Carried over,2021-08-23,Player 9,Agility,6
10624,Actual,2021-08-20,Player 9,Agility,6
10625,Actual,2021-08-24,Player 9,Agility,3
10626,Carried over,2021-08-27,Player 9,Agility,9
10627,Carried over,2021-08-26,Player 9,Agility,9
10628,Actual,2021-08-25,Player 9,Agility,9
10629,Carried over,2021-09-01,Player 9,Agility,6
10630,Carried over,2021-08-31,Player 9,Agility,6
10631,Actual,2021-08-30,Player 9,Agility,6
10632,Carried over,2021-09-03,Player 9,Agility,8
10633,Actual,2021-09-02,Player 9,Agility,8
10634,Carried over,2021-09-09,Player 9,Agility,8
10635,Carried over,2021-09-08,Player 9,Agility,8
10636,Carried over,2021-09-07,Player 9,Agility,8
10637,Actual,2021-09-06,Player 9,Agility,8
10638,Actual,2021-09-10,Player 9,Agility,3
10639,Actual,2021-09-13,Player 9,Agility,3
10640,Carried over,2021-09-15,Player 9,Agility,6
10641,Actual,2021-09-14,Player 9,Agility,6
10642,Carried over,2021-09-21,Player 9,Agility,9
10643,Carried over,2021-09-20,Player 9,Agility,9
10644,Carried over,2021-09-17,Player 9,Agility,9
10645,Actual,2021-09-16,Player 9,Agility,9
10646,Carried over,2021-09-23,Player 9,Agility,8
10647,Actual,2021-09-22,Player 9,Agility,8
10648,Actual,2021-09-24,Player 9,Agility,9
10649,Carried over,2021-09-29,Player 9,Agility,9
10650,Carried over,2021-09-28,Player 9,Agility,9
10651,Actual,2021-09-27,Player 9,Agility,9
10652,Carried over,2021-10-07,Player 9,Agility,9
10653,Carried over,2021-10-06,Player 9,Agility,9
10654,Carried over,2021-10-05,Player 9,Agility,9
10655,Carried over,2021-10-04,Player 9,Agility,9
10656,Carried over,2021-10-01,Player 9,Agility,9
10657,Actual,2021-09-30,Player 9,Agility,9
10658,Carried over,2021-10-12,Player 9,Agility,3
10659,Carried over,2021-10-11,Player 9,Agility,3
10660,Actual,2021-10-08,Player 9,Agility,3
10661,Carried over,2021-10-19,Player 9,Agility,5
10662,Carried over,2021-10-18,Player 9,Agility,5
10663,Carried over,2021-10-15,Player 9,Agility,5
10664,Carried over,2021-10-14,Player 9,Agility,5
10665,Actual,2021-10-13,Player 9,Agility,5
10666,Actual,2021-10-20,Player 9,Agility,7
10667,Actual,2021-10-21,Player 9,Agility,3
10668,Carried over,2021-10-27,Player 9,Agility,6
10669,Carried over,2021-10-26,Player 9,Agility,6
10670,Carried over,2021-10-25,Player 9,Agility,6
10671,Actual,2021-10-22,Player 9,Agility,6
10672,Actual,2021-10-28,Player 9,Agility,3
10673,Carried over,2021-11-03,Player 9,Agility,5
10674,Carried over,2021-11-02,Player 9,Agility,5
10675,Carried over,2021-11-01,Player 9,Agility,5
10676,Actual,2021-10-29,Player 9,Agility,5
10677,Carried over,2021-11-09,Player 9,Agility,10
10678,Carried over,2021-11-08,Player 9,Agility,10
10679,Carried over,2021-11-05,Player 9,Agility,10
10680,Actual,2021-11-04,Player 9,Agility,10
10681,Carried over,2021-11-11,Player 9,Agility,8
10682,Actual,2021-11-10,Player 9,Agility,8
10683,Carried over,2021-11-18,Player 9,Agility,8
10684,Carried over,2021-11-17,Player 9,Agility,8
10685,Carried over,2021-11-16,Player 9,Agility,8
10686,Carried over,2021-11-15,Player 9,Agility,8
10687,Actual,2021-11-12,Player 9,Agility,8
10688,Carried over,2021-11-30,Player 9,Agility,4
10689,Carried over,2021-11-29,Player 9,Agility,4
10690,Carried over,2021-11-26,Player 9,Agility,4
10691,Carried over,2021-11-25,Player 9,Agility,4
10692,Carried over,2021-11-24,Player 9,Agility,4
10693,Carried over,2021-11-23,Player 9,Agility,4
10694,Carried over,2021-11-22,Player 9,Agility,4
10695,Actual,2021-11-19,Player 9,Agility,4
10696,Actual,2021-12-01,Player 9,Agility,10
10697,Carried over,2021-12-08,Player 9,Agility,10
10698,Carried over,2021-12-07,Player 9,Agility,10
10699,Carried over,2021-12-06,Player 9,Agility,10
10700,Carried over,2021-12-03,Player 9,Agility,10
10701,Actual,2021-12-02,Player 9,Agility,10
10702,Actual,2021-12-09,Player 9,Agility,9
10703,Carried over,2021-12-14,Player 9,Agility,7
10704,Carried over,2021-12-13,Player 9,Agility,7
10705,Actual,2021-12-10,Player 9,Agility,7
10706,Carried over,2021-12-16,Player 9,Agility,10
10707,Actual,2021-12-15,Player 9,Agility,10
10708,Carried over,2021-12-22,Player 9,Agility,6
10709,Carried over,2021-12-21,Player 9,Agility,6
10710,Carried over,2021-12-20,Player 9,Agility,6
10711,Actual,2021-12-17,Player 9,Agility,6
10712,Carried over,2021-12-29,Player 9,Agility,4
10713,Carried over,2021-12-28,Player 9,Agility,4
10714,Carried over,2021-12-27,Player 9,Agility,4
10715,Carried over,2021-12-24,Player 9,Agility,4
10716,Actual,2021-12-23,Player 9,Agility,4
10717,Actual,2021-12-30,Player 9,Agility,7
10718,Actual,2021-12-31,Player 9,Agility,7
10719,Carried over,2022-01-04,Player 9,Agility,6
10720,Actual,2022-01-03,Player 9,Agility,6
10721,Actual,2022-01-05,Player 9,Agility,6
10722,Actual,2022-01-06,Player 9,Agility,8
10723,Actual,2022-01-07,Player 9,Agility,3
10724,Actual,2022-01-10,Player 9,Agility,6
10725,Actual,2022-01-11,Player 9,Agility,6
10726,Carried over,2022-01-13,Player 9,Agility,4
10727,Actual,2022-01-12,Player 9,Agility,4
10728,Actual,2022-01-14,Player 9,Agility,7
10729,Actual,2022-01-17,Player 9,Agility,10
10730,Actual,2022-01-18,Player 9,Agility,9
10731,Actual,2022-01-19,Player 9,Agility,4
10732,Actual,2022-01-20,Player 9,Agility,7
10733,Actual,2022-01-21,Player 9,Agility,6
10734,Actual,2022-01-24,Player 9,Agility,10
10735,Actual,2022-01-25,Player 9,Agility,3
10736,Carried over,2022-01-27,Player 9,Agility,9
10737,Actual,2022-01-26,Player 9,Agility,9
10738,Actual,2022-01-28,Player 9,Agility,3
10739,Actual,2022-01-31,Player 9,Agility,6
10740,Actual,2022-02-01,Player 9,Agility,6
10741,Actual,2022-02-02,Player 9,Agility,4
10742,Carried over,2022-02-04,Player 9,Agility,8
10743,Actual,2022-02-03,Player 9,Agility,8
10744,Actual,2022-02-07,Player 9,Agility,8
10745,Carried over,2022-02-10,Player 9,Agility,10
10746,Carried over,2022-02-09,Player 9,Agility,10
10747,Actual,2022-02-08,Player 9,Agility,10
10748,Actual,2022-02-11,Player 9,Agility,3
10749,Actual,2022-02-14,Player 9,Agility,3
10750,Carried over,2022-02-16,Player 9,Agility,6
10751,Actual,2022-02-15,Player 9,Agility,6
10752,Actual,2022-02-17,Player 9,Agility,9
10753,Actual,2022-02-18,Player 9,Agility,9
10754,Actual,2022-02-21,Player 9,Agility,9
10755,Actual,2022-02-22,Player 9,Agility,8
10756,Carried over,2022-02-24,Player 9,Agility,8
10757,Actual,2022-02-23,Player 9,Agility,8
10758,Actual,2022-02-25,Player 9,Agility,9
10759,Actual,2022-02-28,Player 9,Agility,9
10760,Actual,2022-03-01,Player 9,Agility,9
10761,Actual,2022-03-02,Player 9,Agility,7
10762,Carried over,2022-03-04,Player 9,Agility,10
10763,Actual,2022-03-03,Player 9,Agility,10
10764,Carried over,2022-03-08,Player 9,Agility,3
10765,Actual,2022-03-07,Player 9,Agility,3
10766,Actual,2022-03-09,Player 9,Agility,3
10767,Actual,2022-03-10,Player 9,Agility,6
10768,Actual,2022-03-11,Player 9,Agility,10
10769,Carried over,2022-03-15,Player 9,Agility,5
10770,Actual,2022-03-14,Player 9,Agility,5
10771,Actual,2022-03-16,Player 9,Agility,8
10772,Actual,2022-03-17,Player 9,Agility,8
10773,Actual,2022-03-18,Player 9,Agility,8
10774,Actual,2022-03-21,Player 9,Agility,7
10775,Actual,2022-03-22,Player 9,Agility,3
10776,Carried over,2022-03-24,Player 9,Agility,6
10777,Actual,2022-03-23,Player 9,Agility,6
10778,Carried over,2022-03-28,Player 9,Agility,3
10779,Actual,2022-03-25,Player 9,Agility,3
10780,Actual,2022-03-29,Player 9,Agility,3
10781,Actual,2022-03-30,Player 9,Agility,5
10782,Actual,2022-03-31,Player 9,Agility,7
10783,Carried over,2022-04-04,Player 9,Agility,6
10784,Actual,2022-04-01,Player 9,Agility,6
10785,Carried over,2022-04-06,Player 9,Agility,10
10786,Actual,2022-04-05,Player 9,Agility,10
10787,Actual,2022-04-07,Player 9,Agility,9
10788,Actual,2022-04-08,Player 9,Agility,5
10789,Carried over,2022-04-12,Player 9,Agility,8
10790,Actual,2022-04-11,Player 9,Agility,8
10791,Carried over,2022-04-14,Player 9,Agility,8
10792,Actual,2022-04-13,Player 9,Agility,8
10793,Carried over,2022-04-18,Player 9,Agility,5
10794,Actual,2022-04-15,Player 9,Agility,5
10795,Actual,2022-04-19,Player 9,Agility,6
10796,Actual,2022-04-20,Player 9,Agility,4
10797,Actual,2022-04-21,Player 9,Agility,5
10798,Carried over,2022-04-25,Player 9,Agility,3
10799,Actual,2022-04-22,Player 9,Agility,3
10800,Carried over,2022-04-27,Player 9,Agility,5
10801,Actual,2022-04-26,Player 9,Agility,5
10802,Carried over,2022-04-29,Player 9,Agility,9
10803,Actual,2022-04-28,Player 9,Agility,9
10804,Actual,2022-05-02,Player 9,Agility,10
10805,Actual,2022-05-03,Player 9,Agility,10
10806,Carried over,2022-05-05,Player 9,Agility,9
10807,Actual,2022-05-04,Player 9,Agility,9
10808,Carried over,2022-05-09,Player 9,Agility,3
10809,Actual,2022-05-06,Player 9,Agility,3
10810,Actual,2022-05-10,Player 9,Agility,9
10811,Actual,2022-05-11,Player 9,Agility,7
10812,Carried over,2022-05-13,Player 9,Agility,10
10813,Actual,2022-05-12,Player 9,Agility,10
10814,Carried over,2022-05-17,Player 9,Agility,10
10815,Actual,2022-05-16,Player 9,Agility,10
10816,Carried over,2022-05-19,Player 9,Agility,6
10817,Actual,2022-05-18,Player 9,Agility,6
10818,Carried over,2022-05-23,Player 9,Agility,10
10819,Actual,2022-05-20,Player 9,Agility,10
10820,Carried over,2022-05-25,Player 9,Agility,4
10821,Actual,2022-05-24,Player 9,Agility,4
10822,Actual,2022-05-26,Player 9,Agility,4
10823,Actual,2022-05-27,Player 9,Agility,4
10824,Actual,2022-05-30,Player 9,Agility,8
10825,Actual,2022-05-31,Player 9,Agility,7
10826,Actual,2022-06-01,Player 9,Agility,7
10827,Actual,2022-06-02,Player 9,Agility,4
10828,Carried over,2022-06-06,Player 9,Agility,8
10829,Actual,2022-06-03,Player 9,Agility,8
10830,Carried over,2022-06-09,Player 9,Agility,9
10831,Carried over,2022-06-08,Player 9,Agility,9
10832,Actual,2022-06-07,Player 9,Agility,9
10833,Carried over,2022-06-13,Player 9,Agility,7
10834,Actual,2022-06-10,Player 9,Agility,7
10835,Actual,2022-06-14,Player 9,Agility,3
10836,Carried over,2022-06-16,Player 9,Agility,8
10837,Actual,2022-06-15,Player 9,Agility,8
10838,Actual,2022-06-17,Player 9,Agility,9
10839,Actual,2022-06-20,Player 9,Agility,3
10840,Carried over,2022-06-24,Player 9,Agility,6
10841,Carried over,2022-06-23,Player 9,Agility,6
10842,Carried over,2022-06-22,Player 9,Agility,6
10843,Actual,2022-06-21,Player 9,Agility,6
10844,Actual,2022-06-27,Player 9,Agility,10
10845,Actual,2022-06-28,Player 9,Agility,7
10846,Actual,2022-06-29,Player 9,Agility,9
10847,Carried over,2022-07-01,Player 9,Agility,4
10848,Actual,2022-06-30,Player 9,Agility,4
10849,Carried over,2022-07-05,Player 9,Agility,5
10850,Actual,2022-07-04,Player 9,Agility,5
10851,Actual,2022-07-06,Player 9,Agility,8
10852,Actual,2022-07-07,Player 9,Agility,5
10853,Carried over,2022-07-12,Player 9,Agility,10
10854,Carried over,2022-07-11,Player 9,Agility,10
10855,Actual,2022-07-08,Player 9,Agility,10
10856,Actual,2022-07-13,Player 9,Agility,8
10857,Carried over,2022-07-19,Player 9,Agility,5
10858,Carried over,2022-07-18,Player 9,Agility,5
10859,Carried over,2022-07-15,Player 9,Agility,5
10860,Actual,2022-07-14,Player 9,Agility,5
10861,Carried over,2022-07-27,Player 9,Agility,7
10862,Carried over,2022-07-26,Player 9,Agility,7
10863,Carried over,2022-07-25,Player 9,Agility,7
10864,Carried over,2022-07-22,Player 9,Agility,7
10865,Carried over,2022-07-21,Player 9,Agility,7
10866,Actual,2022-07-20,Player 9,Agility,7
10867,Actual,2021-08-02,Player 13,Cardio,6
10868,Carried over,2021-08-04,Player 13,Cardio,6
10869,Actual,2021-08-03,Player 13,Cardio,6
10870,Carried over,2021-08-13,Player 13,Cardio,6
10871,Carried over,2021-08-12,Player 13,Cardio,6
10872,Carried over,2021-08-11,Player 13,Cardio,6
10873,Carried over,2021-08-10,Player 13,Cardio,6
10874,Carried over,2021-08-09,Player 13,Cardio,6
10875,Carried over,2021-08-06,Player 13,Cardio,6
10876,Actual,2021-08-05,Player 13,Cardio,6
10877,Carried over,2021-08-17,Player 13,Cardio,5
10878,Actual,2021-08-16,Player 13,Cardio,5
10879,Carried over,2021-08-23,Player 13,Cardio,4
10880,Carried over,2021-08-20,Player 13,Cardio,4
10881,Carried over,2021-08-19,Player 13,Cardio,4
10882,Actual,2021-08-18,Player 13,Cardio,4
10883,Actual,2021-08-24,Player 13,Cardio,7
10884,Actual,2021-08-25,Player 13,Cardio,10
10885,Carried over,2021-08-30,Player 13,Cardio,9
10886,Carried over,2021-08-27,Player 13,Cardio,9
10887,Actual,2021-08-26,Player 13,Cardio,9
10888,Actual,2021-08-31,Player 13,Cardio,6
10889,Actual,2021-09-01,Player 13,Cardio,3
10890,Carried over,2021-09-03,Player 13,Cardio,9
10891,Actual,2021-09-02,Player 13,Cardio,9
10892,Actual,2021-09-06,Player 13,Cardio,7
10893,Actual,2021-09-07,Player 13,Cardio,10
10894,Actual,2021-09-08,Player 13,Cardio,9
10895,Carried over,2021-09-16,Player 13,Cardio,8
10896,Carried over,2021-09-15,Player 13,Cardio,8
10897,Carried over,2021-09-14,Player 13,Cardio,8
