player,date,Agility,Cardio,Strength Building
Player 3,2022-01-27,3.0,9.0,7.0
Player 3,2022-01-28,3.0,3.0,8.0
Player 3,2022-01-31,7.0,5.0,5.0
Player 3,2022-02-01,9.0,5.0,3.0
Player 3,2022-02-03,9.0,10.0,6.0
Player 3,2022-02-04,3.0,7.0,9.0
Player 3,2022-02-07,9.0,7.0,5.0
Player 3,2022-02-08,9.0,7.0,10.0
Player 3,2022-02-09,4.0,7.0,3.0
Player 3,2022-02-10,4.0,4.0,3.0
Player 3,2022-02-11,3.0,6.0,4.0
Player 3,2022-02-14,3.0,7.0,8.0
Player 3,2022-02-15,3.0,7.0,4.0
Player 3,2022-02-16,6.0,4.0,7.0
Player 3,2022-02-17,6.0,3.0,8.0
Player 3,2022-02-18,8.0,5.0,8.0
Player 3,2022-02-21,7.0,5.0,8.0
Player 3,2022-02-22,6.0,5.0,4.0
Player 3,2022-02-23,6.0,3.0,4.0
Player 3,2022-02-24,6.0,5.0,7.0
Player 3,2022-02-25,6.0,5.0,4.0
Player 3,2022-02-28,5.0,6.0,5.0
Player 3,2022-03-01,3.0,8.0,5.0
Player 3,2022-03-02,4.0,10.0,7.0
Player 3,2022-03-03,5.0,9.0,7.0
Player 3,2022-03-04,7.0,9.0,7.0
Player 3,2022-03-07,6.0,6.0,7.0
Player 3,2022-03-08,7.0,6.0,6.0
Player 3,2022-03-09,7.0,6.0,4.0
Player 3,2022-03-10,7.0,6.0,3.0
Player 3,2022-03-11,9.0,7.0,3.0
Player 3,2022-03-14,9.0,7.0,8.0
Player 3,2022-03-15,9.0,9.0,5.0
Player 3,2022-03-16,9.0,5.0,6.0
Player 3,2022-03-17,9.0,5.0,6.0
Player 3,2022-03-18,9.0,5.0,3.0
Player 3,2022-03-21,9.0,6.0,7.0
Player 3,2022-03-22,5.0,6.0,7.0
Player 3,2022-03-23,5.0,10.0,7.0
Player 3,2022-03-24,9.0,9.0,8.0
Player 3,2022-03-25,7.0,7.0,8.0
Player 3,2022-03-28,7.0,3.0,8.0
Player 3,2022-03-29,8.0,9.0,4.0
Player 3,2022-03-30,8.0,9.0,9.0
Player 3,2022-03-31,6.0,4.0,4.0
Player 3,2022-04-01,6.0,4.0,4.0
Player 3,2022-04-04,5.0,4.0,9.0
Player 3,2022-04-05,5.0,4.0,6.0
Player 3,2022-04-06,8.0,10.0,7.0
Player 3,2022-04-07,8.0,8.0,9.0
Player 3,2022-04-08,8.0,3.0,3.0
Player 3,2022-04-11,8.0,3.0,5.0
Player 3,2022-04-12,8.0,3.0,5.0
Player 3,2022-04-13,8.0,7.0,5.0
Player 3,2022-04-14,4.0,10.0,5.0
Player 3,2022-04-15,5.0,10.0,5.0
Player 3,2022-04-18,5.0,7.0,5.0
Player 3,2022-04-19,8.0,7.0,10.0
Player 3,2022-04-21,3.0,9.0,10.0
Player 3,2022-04-22,8.0,9.0,4.0
Player 3,2022-04-25,5.0,8.0,3.0
Player 3,2022-04-26,5.0,4.0,6.0
Player 3,2022-04-27,7.0,9.0,4.0
Player 3,2022-04-28,9.0,9.0,10.0
Player 3,2022-04-29,7.0,9.0,3.0
Player 3,2022-05-02,7.0,9.0,8.0
Player 3,2022-05-03,10.0,6.0,8.0
Player 3,2022-05-04,4.0,6.0,8.0
Player 3,2022-05-05,8.0,8.0,8.0
Player 3,2022-05-06,5.0,9.0,8.0
Player 3,2022-05-09,4.0,3.0,10.0
Player 3,2022-05-10,4.0,3.0,4.0
Player 3,2022-05-11,4.0,3.0,5.0
Player 3,2022-05-12,9.0,5.0,9.0
Player 3,2022-05-13,8.0,7.0,7.0
Player 3,2022-05-16,9.0,3.0,4.0
Player 3,2022-05-17,8.0,3.0,4.0
Player 3,2022-05-18,10.0,3.0,9.0
Player 3,2022-05-19,5.0,7.0,10.0
Player 3,2022-05-20,4.0,3.0,10.0
Player 3,2022-05-23,5.0,6.0,9.0
Player 3,2022-05-24,5.0,6.0,9.0
Player 3,2022-05-25,5.0,9.0,6.0
Player 3,2022-05-26,3.0,9.0,9.0
Player 3,2022-05-27,3.0,10.0,9.0
Player 3,2022-05-30,3.0,7.0,8.0
Player 3,2022-05-31,3.0,8.0,8.0
Player 3,2022-06-01,7.0,8.0,8.0
Player 3,2022-06-02,3.0,8.0,8.0
Player 3,2022-06-06,3.0,8.0,10.0
Player 3,2022-06-07,7.0,8.0,4.0
Player 3,2022-06-10,7.0,4.0,3.0
Player 3,2022-06-13,7.0,5.0,9.0
Player 3,2022-06-14,10.0,9.0,5.0
Player 3,2022-06-15,9.0,8.0,5.0
Player 3,2022-06-16,10.0,4.0,7.0
Player 3,2022-06-17,3.0,4.0,7.0
Player 3,2022-06-20,9.0,4.0,7.0
Player 3,2022-06-21,9.0,4.0,9.0
Player 3,2022-06-22,9.0,3.0,9.0
Player 3,2022-06-23,5.0,3.0,9.0
Player 3,2022-06-24,8.0,5.0,9.0
Player 3,2022-06-27,8.0,5.0,9.0
Player 3,2022-06-28,8.0,7.0,9.0
Player 3,2022-06-29,4.0,3.0,9.0
Player 3,2022-06-30,6.0,7.0,3.0
Player 3,2022-07-01,3.0,7.0,6.0
Player 3,2022-07-04,3.0,9.0,5.0
Player 3,2022-07-05,7.0,9.0,5.0
Player 3,2022-07-06,7.0,10.0,7.0
Player 3,2022-07-07,6.0,9.0,8.0
Player 3,2022-07-08,7.0,3.0,8.0
Player 3,2022-07-11,6.0,7.0,7.0
Player 3,2022-07-12,6.0,7.0,6.0
Player 3,2022-07-13,9.0,9.0,8.0
Player 3,2022-07-14,5.0,6.0,8.0
Player 3,2022-07-15,9.0,5.0,8.0
Player 3,2022-07-18,7.0,4.0,3.0
Player 3,2022-07-19,8.0,4.0,3.0
Player 3,2022-07-20,10.0,7.0,3.0
Player 3,2022-07-21,10.0,10.0,6.0
Player 3,2022-07-22,7.0,5.0,6.0
Player 3,2022-07-25,7.0,5.0,3.0
Player 3,2022-07-26,8.0,7.0,3.0
Player 3,2022-07-27,8.0,8.0,10.0
Player 3,2022-07-28,9.0,8.0,9.0
Player 3,2022-07-29,9.0,9.0,6.0
Player 4,2021-08-02,10.0,5.0,7.0
Player 4,2021-08-04,10.0,5.0,10.0
Player 4,2021-08-05,10.0,7.0,3.0
Player 4,2021-08-06,4.0,6.0,3.0
Player 4,2021-08-09,4.0,3.0,3.0
Player 4,2021-08-10,4.0,3.0,7.0
Player 4,2021-08-12,9.0,10.0,7.0
Player 4,2021-08-13,9.0,3.0,7.0
Player 4,2021-08-16,9.0,3.0,3.0
Player 4,2021-08-17,9.0,10.0,3.0
Player 4,2021-08-18,9.0,10.0,8.0
Player 4,2021-08-19,6.0,8.0,9.0
Player 4,2021-08-24,6.0,5.0,9.0
Player 4,2021-08-26,5.0,3.0,5.0
Player 4,2021-08-27,5.0,5.0,5.0
Player 4,2021-08-30,5.0,10.0,5.0
Player 4,2021-08-31,6.0,10.0,5.0
Player 4,2021-09-01,9.0,10.0,5.0
Player 4,2021-09-03,9.0,8.0,6.0
Player 4,2021-09-06,7.0,8.0,6.0
Player 4,2021-09-08,5.0,3.0,7.0
Player 4,2021-09-09,8.0,5.0,7.0
Player 4,2021-09-13,4.0,5.0,7.0
Player 4,2021-09-15,3.0,5.0,7.0
Player 4,2021-09-16,9.0,5.0,7.0
Player 4,2021-09-17,9.0,10.0,5.0
Player 4,2021-09-20,10.0,10.0,5.0
Player 4,2021-09-21,7.0,10.0,10.0
Player 4,2021-09-22,7.0,7.0,10.0
Player 4,2021-09-23,7.0,3.0,10.0
Player 4,2021-09-24,7.0,3.0,6.0
Player 4,2021-09-27,7.0,3.0,5.0
Player 4,2021-09-30,7.0,3.0,5.0
Player 4,2021-10-01,7.0,3.0,5.0
Player 4,2021-10-06,7.0,3.0,9.0
Player 4,2021-10-07,7.0,5.0,3.0
Player 4,2021-10-08,7.0,5.0,3.0
Player 4,2021-10-13,9.0,5.0,3.0
Player 4,2021-10-15,9.0,5.0,7.0
Player 4,2021-10-20,10.0,5.0,7.0
Player 4,2021-10-21,10.0,4.0,9.0
Player 4,2021-10-22,5.0,4.0,9.0
Player 4,2021-10-27,9.0,9.0,9.0
Player 4,2021-10-28,8.0,6.0,9.0
Player 4,2021-10-29,5.0,9.0,5.0
Player 4,2021-11-03,7.0,5.0,5.0
Player 4,2021-11-05,7.0,7.0,5.0
Player 4,2021-11-10,7.0,7.0,3.0
Player 4,2021-11-17,8.0,7.0,6.0
Player 4,2021-11-18,8.0,4.0,5.0
Player 4,2021-11-19,8.0,6.0,5.0
Player 4,2021-11-24,8.0,6.0,8.0
Player 4,2021-11-25,8.0,6.0,7.0
Player 4,2021-12-01,8.0,8.0,7.0
Player 4,2021-12-03,8.0,8.0,5.0
Player 4,2021-12-08,7.0,8.0,5.0
Player 4,2021-12-09,7.0,10.0,5.0
Player 4,2021-12-10,7.0,5.0,5.0
Player 4,2021-12-17,10.0,5.0,5.0
Player 4,2021-12-22,10.0,5.0,5.0
Player 4,2021-12-24,5.0,8.0,5.0
Player 4,2021-12-29,8.0,8.0,4.0
Player 4,2021-12-30,8.0,10.0,7.0
Player 4,2021-12-31,8.0,10.0,4.0
Player 4,2022-01-03,10.0,5.0,7.0
Player 4,2022-01-05,10.0,5.0,10.0
Player 4,2022-01-06,10.0,7.0,3.0
Player 4,2022-01-07,4.0,6.0,3.0
Player 4,2022-01-10,4.0,3.0,9.0
Player 4,2022-01-11,5.0,3.0,7.0
Player 4,2022-01-12,7.0,3.0,7.0
Player 4,2022-01-13,9.0,10.0,7.0
Player 4,2022-01-14,7.0,3.0,7.0
Player 4,2022-01-17,7.0,3.0,3.0
Player 4,2022-01-18,7.0,10.0,7.0
Player 4,2022-01-19,4.0,10.0,8.0
Player 4,2022-01-20,6.0,8.0,9.0
Player 4,2022-01-21,10.0,8.0,7.0
Player 4,2022-01-25,3.0,5.0,5.0
Player 4,2022-01-26,7.0,5.0,8.0
Player 4,2022-01-27,5.0,3.0,5.0
Player 4,2022-01-28,5.0,5.0,7.0
Player 4,2022-01-31,6.0,10.0,6.0
Player 4,2022-02-01,6.0,10.0,6.0
Player 4,2022-02-02,9.0,4.0,6.0
Player 4,2022-02-04,4.0,8.0,6.0
Player 4,2022-02-07,7.0,8.0,6.0
Player 4,2022-02-08,7.0,9.0,6.0
Player 4,2022-02-09,5.0,3.0,7.0
Player 4,2022-02-10,8.0,5.0,7.0
Player 4,2022-02-11,6.0,5.0,7.0
Player 4,2022-02-14,4.0,4.0,7.0
Player 4,2022-02-15,4.0,3.0,3.0
Player 4,2022-02-16,3.0,3.0,7.0
Player 4,2022-02-17,9.0,5.0,7.0
Player 4,2022-02-18,9.0,10.0,5.0
Player 4,2022-02-21,10.0,10.0,5.0
Player 4,2022-02-22,7.0,5.0,10.0
Player 4,2022-02-23,7.0,7.0,9.0
Player 4,2022-02-24,7.0,3.0,9.0
Player 4,2022-02-25,7.0,3.0,6.0
Player 4,2022-02-28,7.0,7.0,5.0
Player 4,2022-03-01,7.0,7.0,5.0
Player 4,2022-03-02,7.0,3.0,5.0
Player 4,2022-03-03,7.0,4.0,7.0
Player 4,2022-03-04,8.0,9.0,7.0
Player 4,2022-03-07,4.0,10.0,9.0
Player 4,2022-03-08,10.0,5.0,3.0
Player 4,2022-03-09,7.0,5.0,3.0
Player 4,2022-03-10,6.0,6.0,6.0
Player 4,2022-03-11,9.0,10.0,6.0
Player 4,2022-03-14,9.0,4.0,6.0
Player 4,2022-03-15,9.0,4.0,3.0
Player 4,2022-03-16,9.0,5.0,7.0
Player 4,2022-03-17,8.0,9.0,6.0
Player 4,2022-03-18,10.0,5.0,5.0
Player 4,2022-03-21,10.0,5.0,4.0
Player 4,2022-03-22,8.0,4.0,9.0
Player 4,2022-03-23,5.0,4.0,9.0
Player 4,2022-03-24,5.0,6.0,4.0
Player 4,2022-03-25,5.0,6.0,5.0
Player 4,2022-03-28,9.0,9.0,9.0
Player 4,2022-03-29,8.0,6.0,9.0
Player 4,2022-03-30,5.0,9.0,5.0
Player 4,2022-03-31,6.0,4.0,5.0
Player 4,2022-04-04,7.0,5.0,10.0
Player 4,2022-04-05,5.0,5.0,6.0
Player 4,2022-04-06,7.0,7.0,6.0
Player 4,2022-04-07,7.0,10.0,10.0
Player 4,2022-04-08,8.0,10.0,7.0
Player 4,2022-04-11,7.0,10.0,3.0
Player 4,2022-04-13,6.0,10.0,3.0
Player 4,2022-04-14,10.0,8.0,8.0
Player 4,2022-04-15,10.0,8.0,9.0
Player 4,2022-04-18,8.0,8.0,6.0
Player 4,2022-04-19,8.0,4.0,5.0
Player 4,2022-04-20,8.0,6.0,4.0
Player 4,2022-04-21,4.0,6.0,4.0
Player 4,2022-04-22,4.0,10.0,8.0
Player 4,2022-04-25,8.0,4.0,8.0
Player 4,2022-04-26,8.0,9.0,7.0
Player 4,2022-04-28,8.0,9.0,8.0
Player 4,2022-04-29,4.0,4.0,8.0
Player 4,2022-05-02,3.0,8.0,8.0
Player 4,2022-05-03,4.0,6.0,3.0
Player 4,2022-05-04,10.0,6.0,5.0
Player 4,2022-05-05,10.0,4.0,5.0
Player 4,2022-05-06,8.0,5.0,3.0
Player 4,2022-05-09,7.0,5.0,5.0
Player 4,2022-05-10,7.0,10.0,5.0
Player 4,2022-05-11,7.0,5.0,5.0
Player 4,2022-05-12,7.0,10.0,5.0
Player 4,2022-05-13,5.0,10.0,5.0
Player 4,2022-05-16,10.0,10.0,3.0
Player 4,2022-05-18,10.0,10.0,3.0
Player 4,2022-05-19,5.0,10.0,3.0
Player 4,2022-05-20,5.0,10.0,5.0
Player 4,2022-05-23,5.0,5.0,5.0
Player 4,2022-05-24,5.0,5.0,8.0
Player 4,2022-05-25,5.0,8.0,7.0
Player 4,2022-05-26,5.0,8.0,7.0
Player 4,2022-05-27,5.0,8.0,7.0
Player 4,2022-05-30,8.0,8.0,4.0
Player 4,2022-05-31,8.0,10.0,7.0
Player 4,2022-06-01,8.0,10.0,4.0
Player 4,2022-06-02,8.0,4.0,4.0
Player 4,2022-06-03,8.0,8.0,9.0
Player 4,2022-06-06,7.0,7.0,9.0
Player 4,2022-06-07,4.0,3.0,9.0
Player 4,2022-06-08,4.0,3.0,8.0
Player 4,2022-06-09,8.0,3.0,6.0
Player 4,2022-06-10,8.0,3.0,5.0
Player 4,2022-06-13,8.0,7.0,3.0
Player 4,2022-06-14,8.0,8.0,8.0
Player 4,2022-06-15,7.0,8.0,10.0
Player 4,2022-06-16,10.0,8.0,9.0
Player 4,2022-06-17,6.0,8.0,9.0
Player 4,2022-06-21,4.0,4.0,3.0
Player 4,2022-06-22,10.0,10.0,3.0
Player 4,2022-06-23,7.0,10.0,3.0
Player 4,2022-06-24,9.0,7.0,3.0
Player 4,2022-06-27,8.0,7.0,3.0
Player 4,2022-06-28,8.0,7.0,6.0
Player 4,2022-06-29,10.0,4.0,6.0
Player 4,2022-06-30,9.0,5.0,3.0
Player 4,2022-07-01,9.0,4.0,3.0
Player 4,2022-07-04,4.0,4.0,9.0
Player 4,2022-07-05,10.0,5.0,5.0
Player 4,2022-07-06,5.0,5.0,3.0
Player 4,2022-07-07,10.0,10.0,9.0
Player 4,2022-07-08,10.0,5.0,9.0
Player 4,2022-07-11,3.0,4.0,10.0
Player 4,2022-07-12,8.0,8.0,10.0
Player 4,2022-07-13,8.0,10.0,10.0
Player 4,2022-07-14,5.0,10.0,6.0
Player 4,2022-07-15,5.0,9.0,3.0
Player 4,2022-07-18,5.0,4.0,8.0
Player 4,2022-07-19,7.0,5.0,6.0
Player 4,2022-07-20,4.0,10.0,5.0
Player 4,2022-07-21,10.0,8.0,9.0
Player 4,2022-07-22,7.0,8.0,10.0
Player 4,2022-07-25,7.0,8.0,6.0
Player 4,2022-07-26,7.0,9.0,4.0
Player 4,2022-07-27,5.0,4.0,4.0
Player 4,2022-07-29,5.0,7.0,7.0
Player 5,2021-08-02,5.0,3.0,7.0
Player 5,2021-08-03,7.0,3.0,8.0
Player 5,2021-08-04,4.0,7.0,8.0
Player 5,2021-08-06,8.0,9.0,8.0
Player 5,2021-08-10,8.0,7.0,8.0
Player 5,2021-08-11,7.0,7.0,8.0
Player 5,2021-08-12,7.0,7.0,7.0
Player 5,2021-08-13,10.0,7.0,5.0
Player 5,2021-08-16,9.0,5.0,6.0
Player 5,2021-08-19,9.0,6.0,8.0
Player 5,2021-08-20,10.0,6.0,8.0
Player 5,2021-08-23,5.0,6.0,7.0
Player 5,2021-08-24,5.0,6.0,3.0
Player 5,2021-08-25,5.0,6.0,3.0
Player 5,2021-08-26,5.0,3.0,8.0
Player 5,2021-08-27,5.0,5.0,8.0
Player 5,2021-08-30,7.0,5.0,8.0
Player 5,2021-08-31,8.0,5.0,3.0
Player 5,2021-09-02,3.0,5.0,3.0
Player 5,2021-09-03,8.0,5.0,5.0
Player 5,2021-09-06,5.0,5.0,6.0
Player 5,2021-09-07,3.0,6.0,8.0
Player 5,2021-09-08,3.0,4.0,5.0
Player 5,2021-09-09,3.0,6.0,5.0
Player 5,2021-09-13,6.0,6.0,6.0
Player 5,2021-09-14,6.0,6.0,4.0
Player 5,2021-09-15,8.0,6.0,4.0
Player 5,2021-09-20,3.0,5.0,4.0
Player 5,2021-09-21,8.0,5.0,9.0
Player 5,2021-09-22,8.0,4.0,4.0
Player 5,2021-09-23,8.0,10.0,4.0
Player 5,2021-09-24,3.0,10.0,4.0
Player 5,2021-09-27,9.0,10.0,4.0
Player 5,2021-09-30,3.0,3.0,4.0
Player 5,2021-10-01,3.0,3.0,4.0
Player 5,2021-10-06,3.0,9.0,4.0
Player 5,2021-10-07,3.0,9.0,7.0
Player 5,2021-10-08,3.0,9.0,10.0
Player 5,2021-10-14,3.0,9.0,9.0
Player 5,2021-10-15,9.0,8.0,9.0
Player 5,2021-10-22,5.0,8.0,9.0
Player 5,2021-10-27,8.0,8.0,9.0
Player 5,2021-10-28,8.0,6.0,3.0
Player 5,2021-10-29,8.0,9.0,3.0
Player 5,2021-11-03,9.0,9.0,3.0
Player 5,2021-11-05,9.0,9.0,3.0
Player 5,2021-11-10,9.0,9.0,8.0
Player 5,2021-11-12,9.0,9.0,4.0
Player 5,2021-11-17,9.0,8.0,4.0
Player 5,2021-11-18,10.0,8.0,4.0
Player 5,2021-11-19,10.0,8.0,10.0
Player 5,2021-11-24,10.0,8.0,7.0
Player 5,2021-11-25,10.0,6.0,7.0
Player 5,2021-12-01,10.0,4.0,7.0
Player 5,2021-12-08,10.0,5.0,8.0
Player 5,2021-12-10,3.0,5.0,8.0
Player 5,2021-12-17,9.0,7.0,5.0
Player 5,2021-12-23,9.0,5.0,4.0
Player 5,2021-12-24,9.0,5.0,10.0
Player 5,2021-12-29,9.0,6.0,9.0
Player 5,2021-12-30,8.0,6.0,3.0
Player 5,2021-12-31,5.0,6.0,3.0
Player 5,2022-01-03,5.0,3.0,9.0
Player 5,2022-01-04,7.0,4.0,8.0
Player 5,2022-01-05,4.0,7.0,8.0
Player 5,2022-01-06,4.0,7.0,9.0
Player 5,2022-01-07,8.0,9.0,9.0
Player 5,2022-01-10,8.0,8.0,9.0
Player 5,2022-01-11,8.0,7.0,9.0
Player 5,2022-01-12,7.0,7.0,9.0
Player 5,2022-01-13,7.0,7.0,7.0
Player 5,2022-01-14,10.0,7.0,5.0
Player 5,2022-01-17,9.0,5.0,6.0
Player 5,2022-01-18,9.0,4.0,6.0
Player 5,2022-01-19,6.0,5.0,6.0
Player 5,2022-01-20,7.0,6.0,8.0
Player 5,2022-01-21,10.0,6.0,6.0
Player 5,2022-01-24,5.0,3.0,7.0
Player 5,2022-01-25,5.0,3.0,3.0
Player 5,2022-01-26,4.0,6.0,3.0
Player 5,2022-01-27,4.0,3.0,8.0
Player 5,2022-01-28,10.0,5.0,8.0
Player 5,2022-01-31,7.0,5.0,6.0
Player 5,2022-02-01,8.0,5.0,3.0
Player 5,2022-02-02,4.0,5.0,3.0
Player 5,2022-02-03,3.0,5.0,3.0
Player 5,2022-02-04,8.0,4.0,5.0
Player 5,2022-02-07,5.0,10.0,6.0
Player 5,2022-02-08,3.0,6.0,8.0
Player 5,2022-02-09,3.0,4.0,5.0
Player 5,2022-02-10,4.0,6.0,6.0
Player 5,2022-02-11,8.0,8.0,6.0
Player 5,2022-02-14,6.0,8.0,6.0
Player 5,2022-02-15,8.0,6.0,4.0
Player 5,2022-02-16,8.0,3.0,6.0
Player 5,2022-02-17,8.0,9.0,6.0
Player 5,2022-02-18,8.0,9.0,7.0
Player 5,2022-02-21,3.0,5.0,7.0
Player 5,2022-02-22,8.0,5.0,9.0
Player 5,2022-02-23,8.0,4.0,4.0
Player 5,2022-02-24,8.0,10.0,7.0
Player 5,2022-02-25,3.0,10.0,3.0
Player 5,2022-02-28,9.0,6.0,3.0
Player 5,2022-03-01,3.0,3.0,3.0
Player 5,2022-03-02,10.0,3.0,9.0
Player 5,2022-03-03,10.0,3.0,8.0
Player 5,2022-03-04,7.0,3.0,4.0
Player 5,2022-03-07,7.0,9.0,4.0
Player 5,2022-03-08,3.0,9.0,7.0
Player 5,2022-03-09,3.0,8.0,10.0
Player 5,2022-03-10,3.0,8.0,7.0
Player 5,2022-03-11,4.0,8.0,10.0
Player 5,2022-03-14,3.0,8.0,5.0
Player 5,2022-03-15,3.0,3.0,9.0
Player 5,2022-03-16,9.0,8.0,10.0
Player 5,2022-03-17,7.0,8.0,6.0
Player 5,2022-03-18,10.0,8.0,8.0
Player 5,2022-03-21,10.0,8.0,8.0
Player 5,2022-03-22,7.0,8.0,7.0
Player 5,2022-03-23,5.0,8.0,7.0
Player 5,2022-03-24,8.0,3.0,7.0
Player 5,2022-03-25,10.0,9.0,9.0
Player 5,2022-03-28,8.0,3.0,9.0
Player 5,2022-03-29,9.0,6.0,3.0
Player 5,2022-03-30,6.0,9.0,3.0
Player 5,2022-03-31,6.0,8.0,3.0
Player 5,2022-04-01,10.0,10.0,3.0
Player 5,2022-04-04,9.0,3.0,3.0
Player 5,2022-04-05,9.0,10.0,10.0
Player 5,2022-04-06,9.0,10.0,3.0
Player 5,2022-04-07,9.0,10.0,3.0
Player 5,2022-04-08,4.0,9.0,7.0
Player 5,2022-04-11,9.0,9.0,8.0
Player 5,2022-04-12,10.0,9.0,8.0
Player 5,2022-04-13,9.0,9.0,4.0
Player 5,2022-04-14,10.0,9.0,4.0
Player 5,2022-04-15,10.0,9.0,4.0
Player 5,2022-04-18,8.0,8.0,4.0
Player 5,2022-04-19,10.0,8.0,4.0
Player 5,2022-04-20,8.0,6.0,10.0
Player 5,2022-04-21,10.0,6.0,9.0
Player 5,2022-04-22,6.0,6.0,10.0
Player 5,2022-04-25,9.0,6.0,7.0
Player 5,2022-04-26,7.0,6.0,6.0
Player 5,2022-04-28,10.0,4.0,6.0
Player 5,2022-04-29,7.0,5.0,6.0
Player 5,2022-05-02,10.0,4.0,9.0
Player 5,2022-05-03,9.0,7.0,9.0
Player 5,2022-05-04,9.0,7.0,7.0
Player 5,2022-05-05,9.0,7.0,3.0
Player 5,2022-05-06,8.0,10.0,8.0
Player 5,2022-05-09,8.0,5.0,8.0
Player 5,2022-05-11,3.0,8.0,8.0
Player 5,2022-05-12,3.0,4.0,10.0
Player 5,2022-05-13,4.0,9.0,3.0
Player 5,2022-05-17,10.0,9.0,3.0
Player 5,2022-05-18,9.0,7.0,5.0
Player 5,2022-05-19,8.0,9.0,5.0
Player 5,2022-05-20,8.0,8.0,10.0
Player 5,2022-05-24,8.0,5.0,4.0
Player 5,2022-05-25,8.0,5.0,10.0
Player 5,2022-05-26,9.0,5.0,7.0
Player 5,2022-05-27,9.0,4.0,7.0
Player 5,2022-05-30,9.0,6.0,9.0
Player 5,2022-05-31,8.0,6.0,3.0
Player 5,2022-06-01,5.0,10.0,7.0
Player 5,2022-06-02,4.0,7.0,7.0
Player 5,2022-06-03,5.0,3.0,7.0
Player 5,2022-06-06,5.0,3.0,5.0
Player 5,2022-06-07,10.0,9.0,7.0
Player 5,2022-06-08,10.0,3.0,7.0
Player 5,2022-06-09,7.0,3.0,8.0
Player 5,2022-06-10,7.0,6.0,8.0
Player 5,2022-06-13,5.0,6.0,8.0
Player 5,2022-06-14,10.0,3.0,8.0
Player 5,2022-06-15,3.0,3.0,5.0
Player 5,2022-06-16,3.0,5.0,6.0
Player 5,2022-06-17,8.0,6.0,6.0
Player 5,2022-06-20,6.0,6.0,6.0
Player 5,2022-06-21,6.0,10.0,6.0
Player 5,2022-06-22,9.0,6.0,6.0
Player 5,2022-06-23,7.0,4.0,3.0
Player 5,2022-06-24,7.0,4.0,10.0
Player 5,2022-06-27,7.0,6.0,5.0
Player 5,2022-06-28,7.0,8.0,5.0
Player 5,2022-06-29,4.0,8.0,5.0
Player 5,2022-06-30,8.0,8.0,5.0
Player 5,2022-07-01,5.0,8.0,5.0
Player 5,2022-07-04,5.0,4.0,5.0
Player 5,2022-07-05,5.0,10.0,10.0
Player 5,2022-07-07,9.0,5.0,7.0
Player 5,2022-07-08,9.0,7.0,7.0
Player 5,2022-07-11,5.0,4.0,7.0
Player 5,2022-07-12,5.0,5.0,3.0
Player 5,2022-07-13,3.0,10.0,9.0
Player 5,2022-07-14,3.0,8.0,7.0
Player 5,2022-07-15,3.0,3.0,9.0
Player 5,2022-07-18,3.0,4.0,5.0
Player 5,2022-07-19,4.0,4.0,5.0
Player 5,2022-07-20,4.0,10.0,4.0
Player 5,2022-07-21,10.0,10.0,4.0
Player 5,2022-07-22,5.0,9.0,4.0
Player 5,2022-07-25,4.0,9.0,6.0
Player 5,2022-07-26,4.0,9.0,6.0
Player 5,2022-07-27,3.0,9.0,5.0
Player 5,2022-07-28,10.0,3.0,5.0
Player 5,2022-07-29,10.0,3.0,8.0
Player 6,2021-08-02,10.0,3.0,7.0
Player 6,2021-08-03,10.0,3.0,9.0
Player 6,2021-08-04,10.0,3.0,7.0
Player 6,2021-08-05,5.0,7.0,7.0
Player 6,2021-08-06,7.0,7.0,10.0
Player 6,2021-08-10,3.0,7.0,5.0
Player 6,2021-08-11,3.0,7.0,6.0
Player 6,2021-08-12,3.0,7.0,5.0
Player 6,2021-08-13,10.0,7.0,5.0
Player 6,2021-08-16,7.0,7.0,4.0
Player 6,2021-08-18,7.0,7.0,6.0
Player 6,2021-08-19,3.0,8.0,6.0
Player 6,2021-08-24,3.0,5.0,6.0
Player 6,2021-08-25,7.0,6.0,10.0
Player 6,2021-08-26,7.0,3.0,4.0
Player 6,2021-08-27,3.0,5.0,4.0
Player 6,2021-08-30,3.0,5.0,4.0
Player 6,2021-08-31,7.0,8.0,4.0
Player 6,2021-09-02,7.0,3.0,4.0
Player 6,2021-09-06,3.0,5.0,4.0
Player 6,2021-09-08,5.0,5.0,4.0
Player 6,2021-09-09,5.0,7.0,4.0
Player 6,2021-09-10,5.0,7.0,10.0
Player 6,2021-09-14,5.0,6.0,4.0
Player 6,2021-09-16,5.0,6.0,8.0
Player 6,2021-09-17,5.0,6.0,8.0
Player 6,2021-09-20,8.0,9.0,8.0
Player 6,2021-09-22,8.0,9.0,3.0
Player 6,2021-09-27,4.0,9.0,3.0
Player 6,2021-10-06,4.0,9.0,8.0
Player 6,2021-10-07,4.0,4.0,8.0
Player 6,2021-10-08,6.0,4.0,3.0
Player 6,2021-10-13,8.0,4.0,3.0
Player 6,2021-10-14,7.0,4.0,3.0
Player 6,2021-10-15,7.0,5.0,5.0
Player 6,2021-10-20,5.0,5.0,5.0
Player 6,2021-10-22,8.0,8.0,5.0
Player 6,2021-10-28,4.0,8.0,5.0
Player 6,2021-10-29,4.0,9.0,5.0
Player 6,2021-11-03,4.0,8.0,5.0
Player 6,2021-11-04,4.0,9.0,5.0
Player 6,2021-11-05,6.0,9.0,4.0
Player 6,2021-11-10,4.0,9.0,10.0
