,Player,Session,Date,Score
4668,Player 2,Cardio,2021-08-23,7
4669,Player 2,Cardio,2021-08-24,4
4670,Player 2,Cardio,2021-08-31,6
4671,Player 2,Cardio,2021-09-03,9
4672,Player 2,Cardio,2021-09-06,10
4673,Player 2,Cardio,2021-09-09,3
4674,Player 2,Cardio,2021-09-21,6
4675,Player 2,Cardio,2021-10-06,4
4676,Player 2,Cardio,2021-10-20,5
4677,Player 2,Cardio,2021-10-27,7
4678,Player 2,Cardio,2021-11-03,6
4679,Player 2,Cardio,2021-11-04,6
4680,Player 2,Cardio,2021-11-05,6
4681,Player 2,Cardio,2021-11-10,3
4682,Player 2,Cardio,2021-11-18,9
4683,Player 2,Cardio,2021-11-19,10
4684,Player 2,Cardio,2021-11-25,7
4685,Player 2,Cardio,2021-12-03,6
4686,Player 2,Cardio,2021-12-08,3
4687,Player 2,Cardio,2021-12-23,6
4688,Player 2,Cardio,2021-12-24,10
4689,Player 3,Strength Building,2021-08-03,5
4690,Player 3,Strength Building,2021-08-05,3
4691,Player 3,Strength Building,2021-08-09,10
4692,Player 3,Strength Building,2021-08-10,9
4693,Player 3,Strength Building,2021-08-12,10
4694,Player 3,Strength Building,2021-08-16,5
4695,Player 3,Strength Building,2021-08-18,7
4696,Player 3,Strength Building,2021-08-23,3
4697,Player 3,Strength Building,2021-08-27,8
4698,Player 3,Strength Building,2021-08-30,5
4699,Player 3,Strength Building,2021-08-31,3
4700,Player 3,Strength Building,2021-09-02,6
4701,Player 3,Strength Building,2021-09-07,10
4702,Player 3,Strength Building,2021-09-08,3
4703,Player 3,Strength Building,2021-09-10,4
4704,Player 3,Strength Building,2021-09-13,8
4705,Player 3,Strength Building,2021-09-14,4
4706,Player 3,Strength Building,2021-09-16,8
4707,Player 3,Strength Building,2021-09-21,4
4708,Player 3,Strength Building,2021-09-23,7
4709,Player 3,Strength Building,2021-09-24,4
4710,Player 3,Strength Building,2021-10-01,7
4711,Player 3,Strength Building,2021-10-07,6
4712,Player 3,Strength Building,2021-10-08,4
4713,Player 3,Strength Building,2021-10-20,7
4714,Player 3,Strength Building,2021-10-27,8
4715,Player 3,Strength Building,2021-10-28,4
4716,Player 3,Strength Building,2021-10-29,9
4717,Player 3,Strength Building,2021-11-03,9
4718,Player 3,Strength Building,2021-11-04,6
4719,Player 3,Strength Building,2021-11-05,7
4720,Player 3,Strength Building,2021-11-18,10
4721,Player 3,Strength Building,2021-11-25,6
4722,Player 3,Strength Building,2021-11-26,4
4723,Player 3,Strength Building,2021-12-01,8
4724,Player 3,Strength Building,2021-12-03,8
4725,Player 3,Strength Building,2021-12-08,10
4726,Player 3,Strength Building,2021-12-09,4
4727,Player 3,Strength Building,2021-12-10,5
4728,Player 3,Strength Building,2021-12-22,9
4729,Player 3,Strength Building,2021-12-24,6
4730,Player 3,Strength Building,2021-12-29,8
4731,Player 3,Strength Building,2021-12-30,8
4732,Player 3,Agility,2021-08-04,6
4733,Player 3,Agility,2021-08-06,7
4734,Player 3,Agility,2021-08-09,6
4735,Player 3,Agility,2021-08-11,4
4736,Player 3,Agility,2021-08-16,9
4737,Player 3,Agility,2021-08-17,10
4738,Player 3,Agility,2021-08-24,9
4739,Player 3,Agility,2021-08-26,3
4740,Player 3,Agility,2021-08-31,9
4741,Player 3,Agility,2021-09-02,9
4742,Player 3,Agility,2021-09-06,9
4743,Player 3,Agility,2021-09-08,4
4744,Player 3,Agility,2021-09-10,3
4745,Player 3,Agility,2021-09-14,3
4746,Player 3,Agility,2021-09-15,6
4747,Player 3,Agility,2021-09-17,8
4748,Player 3,Agility,2021-09-20,7
4749,Player 3,Agility,2021-09-21,6
4750,Player 3,Agility,2021-09-27,5
4751,Player 3,Agility,2021-09-30,3
4752,Player 3,Agility,2021-10-07,7
4753,Player 3,Agility,2021-10-29,8
4754,Player 3,Agility,2021-11-03,5
4755,Player 3,Agility,2021-11-05,8
4756,Player 3,Agility,2021-11-11,8
4757,Player 3,Agility,2021-11-18,8
4758,Player 3,Agility,2021-11-24,5
4759,Player 3,Agility,2021-11-25,5
4760,Player 3,Agility,2021-11-26,7
4761,Player 3,Agility,2021-12-08,4
4762,Player 3,Agility,2021-12-15,9
4763,Player 3,Agility,2021-12-31,7
4764,Player 3,Cardio,2021-08-10,5
4765,Player 3,Cardio,2021-08-12,4
4766,Player 3,Cardio,2021-08-17,4
4767,Player 3,Cardio,2021-08-19,8
4768,Player 3,Cardio,2021-08-20,8
4769,Player 3,Cardio,2021-08-27,3
4770,Player 3,Cardio,2021-09-02,10
4771,Player 3,Cardio,2021-09-03,7
4772,Player 3,Cardio,2021-09-09,4
4773,Player 3,Cardio,2021-09-15,4
4774,Player 3,Cardio,2021-09-22,3
4775,Player 3,Cardio,2021-09-23,5
4776,Player 3,Cardio,2021-09-27,6
4777,Player 3,Cardio,2021-09-30,8
4778,Player 3,Cardio,2021-10-01,10
4779,Player 3,Cardio,2021-10-06,6
4780,Player 3,Cardio,2021-10-14,9
4781,Player 3,Cardio,2021-10-20,6
4782,Player 3,Cardio,2021-10-22,10
4783,Player 3,Cardio,2021-10-27,3
4784,Player 3,Cardio,2021-10-29,9
4785,Player 3,Cardio,2021-11-12,7
4786,Player 3,Cardio,2021-11-17,7
4787,Player 3,Cardio,2021-11-25,4
4788,Player 3,Cardio,2021-11-26,9
4789,Player 3,Cardio,2021-12-01,9
4790,Player 3,Cardio,2021-12-08,3
4791,Player 3,Cardio,2021-12-15,3
4792,Player 3,Cardio,2021-12-23,6
4793,Player 4,Strength Building,2021-08-04,10
4794,Player 4,Strength Building,2021-08-05,3
4795,Player 4,Strength Building,2021-08-10,7
4796,Player 4,Strength Building,2021-08-16,3
4797,Player 4,Strength Building,2021-08-18,8
4798,Player 4,Strength Building,2021-08-19,9
4799,Player 4,Strength Building,2021-08-26,5
4800,Player 4,Strength Building,2021-09-03,6
4801,Player 4,Strength Building,2021-09-08,7
4802,Player 4,Strength Building,2021-09-16,7
4803,Player 4,Strength Building,2021-09-17,5
4804,Player 4,Strength Building,2021-09-21,10
4805,Player 4,Strength Building,2021-09-24,6
4806,Player 4,Strength Building,2021-09-27,5
4807,Player 4,Strength Building,2021-09-30,5
4808,Player 4,Strength Building,2021-10-06,9
4809,Player 4,Strength Building,2021-10-07,3
4810,Player 4,Strength Building,2021-10-15,7
4811,Player 4,Strength Building,2021-10-21,9
4812,Player 4,Strength Building,2021-10-27,9
4813,Player 4,Strength Building,2021-10-29,5
4814,Player 4,Strength Building,2021-11-10,3
4815,Player 4,Strength Building,2021-11-17,6
4816,Player 4,Strength Building,2021-11-18,5
4817,Player 4,Strength Building,2021-11-24,8
4818,Player 4,Strength Building,2021-11-25,7
4819,Player 4,Strength Building,2021-12-03,5
4820,Player 4,Strength Building,2021-12-08,5
4821,Player 4,Strength Building,2021-12-29,4
4822,Player 4,Strength Building,2021-12-30,7
4823,Player 4,Strength Building,2021-12-31,4
4824,Player 4,Agility,2021-08-06,4
4825,Player 4,Agility,2021-08-12,9
4826,Player 4,Agility,2021-08-19,6
4827,Player 4,Agility,2021-08-26,5
4828,Player 4,Agility,2021-08-31,6
4829,Player 4,Agility,2021-09-01,9
4830,Player 4,Agility,2021-09-06,7
4831,Player 4,Agility,2021-09-08,5
4832,Player 4,Agility,2021-09-09,8
4833,Player 4,Agility,2021-09-13,4
4834,Player 4,Agility,2021-09-15,3
4835,Player 4,Agility,2021-09-16,9
4836,Player 4,Agility,2021-09-20,10
4837,Player 4,Agility,2021-09-21,7
4838,Player 4,Agility,2021-09-23,7
4839,Player 4,Agility,2021-10-08,7
4840,Player 4,Agility,2021-10-13,9
4841,Player 4,Agility,2021-10-20,10
4842,Player 4,Agility,2021-10-22,5
4843,Player 4,Agility,2021-10-27,9
4844,Player 4,Agility,2021-10-28,8
4845,Player 4,Agility,2021-10-29,5
4846,Player 4,Agility,2021-11-03,7
4847,Player 4,Agility,2021-11-05,7
4848,Player 4,Agility,2021-11-17,8
4849,Player 4,Agility,2021-11-24,8
4850,Player 4,Agility,2021-12-08,7
4851,Player 4,Agility,2021-12-09,7
4852,Player 4,Agility,2021-12-17,10
4853,Player 4,Agility,2021-12-24,5
4854,Player 4,Agility,2021-12-29,8
4855,Player 4,Cardio,2021-08-05,7
4856,Player 4,Cardio,2021-08-06,6
4857,Player 4,Cardio,2021-08-09,3
4858,Player 4,Cardio,2021-08-10,3
4859,Player 4,Cardio,2021-08-12,10
4860,Player 4,Cardio,2021-08-13,3
4861,Player 4,Cardio,2021-08-17,10
4862,Player 4,Cardio,2021-08-19,8
4863,Player 4,Cardio,2021-08-24,5
4864,Player 4,Cardio,2021-08-26,3
4865,Player 4,Cardio,2021-08-27,5
4866,Player 4,Cardio,2021-08-30,10
4867,Player 4,Cardio,2021-09-03,8
4868,Player 4,Cardio,2021-09-08,3
4869,Player 4,Cardio,2021-09-09,5
4870,Player 4,Cardio,2021-09-17,10
4871,Player 4,Cardio,2021-09-22,7
4872,Player 4,Cardio,2021-09-23,3
4873,Player 4,Cardio,2021-10-01,3
4874,Player 4,Cardio,2021-10-07,5
4875,Player 4,Cardio,2021-10-15,5
4876,Player 4,Cardio,2021-10-21,4
4877,Player 4,Cardio,2021-10-27,9
4878,Player 4,Cardio,2021-10-28,6
4879,Player 4,Cardio,2021-10-29,9
4880,Player 4,Cardio,2021-11-03,5
4881,Player 4,Cardio,2021-11-05,7
4882,Player 4,Cardio,2021-11-18,4
4883,Player 4,Cardio,2021-11-19,6
4884,Player 4,Cardio,2021-12-01,8
4885,Player 4,Cardio,2021-12-09,10
4886,Player 4,Cardio,2021-12-10,5
4887,Player 4,Cardio,2021-12-22,5
4888,Player 4,Cardio,2021-12-24,8
4889,Player 4,Cardio,2021-12-30,10
4890,Player 5,Strength Building,2021-08-03,8
4891,Player 5,Strength Building,2021-08-12,7
4892,Player 5,Strength Building,2021-08-13,5
4893,Player 5,Strength Building,2021-08-16,6
4894,Player 5,Strength Building,2021-08-19,8
4895,Player 5,Strength Building,2021-08-23,7
4896,Player 5,Strength Building,2021-08-24,3
4897,Player 5,Strength Building,2021-08-26,8
4898,Player 5,Strength Building,2021-08-31,3
4899,Player 5,Strength Building,2021-09-03,5
4900,Player 5,Strength Building,2021-09-06,6
4901,Player 5,Strength Building,2021-09-07,8
4902,Player 5,Strength Building,2021-09-08,5
4903,Player 5,Strength Building,2021-09-13,6
4904,Player 5,Strength Building,2021-09-14,4
4905,Player 5,Strength Building,2021-09-21,9
4906,Player 5,Strength Building,2021-09-22,4
4907,Player 5,Strength Building,2021-10-07,7
4908,Player 5,Strength Building,2021-10-08,10
4909,Player 5,Strength Building,2021-10-14,9
4910,Player 5,Strength Building,2021-10-28,3
4911,Player 5,Strength Building,2021-11-03,3
4912,Player 5,Strength Building,2021-11-05,3
4913,Player 5,Strength Building,2021-11-10,8
4914,Player 5,Strength Building,2021-11-12,4
4915,Player 5,Strength Building,2021-11-19,10
4916,Player 5,Strength Building,2021-11-24,7
4917,Player 5,Strength Building,2021-12-08,8
4918,Player 5,Strength Building,2021-12-17,5
4919,Player 5,Strength Building,2021-12-23,4
4920,Player 5,Strength Building,2021-12-24,10
4921,Player 5,Strength Building,2021-12-29,9
4922,Player 5,Strength Building,2021-12-30,3
4923,Player 5,Agility,2021-08-03,7
4924,Player 5,Agility,2021-08-04,4
4925,Player 5,Agility,2021-08-06,8
4926,Player 5,Agility,2021-08-11,7
4927,Player 5,Agility,2021-08-13,10
4928,Player 5,Agility,2021-08-16,9
4929,Player 5,Agility,2021-08-20,10
4930,Player 5,Agility,2021-08-23,5
4931,Player 5,Agility,2021-08-30,7
4932,Player 5,Agility,2021-08-31,8
4933,Player 5,Agility,2021-09-02,3
4934,Player 5,Agility,2021-09-03,8
4935,Player 5,Agility,2021-09-06,5
4936,Player 5,Agility,2021-09-07,3
4937,Player 5,Agility,2021-09-13,6
4938,Player 5,Agility,2021-09-15,8
4939,Player 5,Agility,2021-09-20,3
4940,Player 5,Agility,2021-09-21,8
4941,Player 5,Agility,2021-09-23,8
4942,Player 5,Agility,2021-09-24,3
4943,Player 5,Agility,2021-09-27,9
4944,Player 5,Agility,2021-09-30,3
4945,Player 5,Agility,2021-10-15,9
4946,Player 5,Agility,2021-10-22,5
4947,Player 5,Agility,2021-10-27,8
4948,Player 5,Agility,2021-11-03,9
4949,Player 5,Agility,2021-11-18,10
4950,Player 5,Agility,2021-12-01,10
4951,Player 5,Agility,2021-12-10,3
4952,Player 5,Agility,2021-12-17,9
4953,Player 5,Agility,2021-12-29,9
4954,Player 5,Agility,2021-12-30,8
4955,Player 5,Agility,2021-12-31,5
4956,Player 5,Cardio,2021-08-04,7
4957,Player 5,Cardio,2021-08-06,9
4958,Player 5,Cardio,2021-08-10,7
4959,Player 5,Cardio,2021-08-16,5
4960,Player 5,Cardio,2021-08-19,6
4961,Player 5,Cardio,2021-08-25,6
4962,Player 5,Cardio,2021-08-26,3
4963,Player 5,Cardio,2021-08-27,5
4964,Player 5,Cardio,2021-09-07,6
4965,Player 5,Cardio,2021-09-08,4
4966,Player 5,Cardio,2021-09-09,6
4967,Player 5,Cardio,2021-09-14,6
4968,Player 5,Cardio,2021-09-20,5
4969,Player 5,Cardio,2021-09-22,4
4970,Player 5,Cardio,2021-09-23,10
4971,Player 5,Cardio,2021-09-30,3
4972,Player 5,Cardio,2021-10-01,3
4973,Player 5,Cardio,2021-10-06,9
4974,Player 5,Cardio,2021-10-15,8
4975,Player 5,Cardio,2021-10-28,6
4976,Player 5,Cardio,2021-10-29,9
4977,Player 5,Cardio,2021-11-12,9
4978,Player 5,Cardio,2021-11-17,8
4979,Player 5,Cardio,2021-11-25,6
4980,Player 5,Cardio,2021-12-01,4
4981,Player 5,Cardio,2021-12-08,5
4982,Player 5,Cardio,2021-12-17,7
4983,Player 5,Cardio,2021-12-23,5
4984,Player 5,Cardio,2021-12-29,6
4985,Player 6,Strength Building,2021-08-03,9
4986,Player 6,Strength Building,2021-08-04,7
4987,Player 6,Strength Building,2021-08-06,10
4988,Player 6,Strength Building,2021-08-10,5
4989,Player 6,Strength Building,2021-08-11,6
4990,Player 6,Strength Building,2021-08-12,5
4991,Player 6,Strength Building,2021-08-16,4
4992,Player 6,Strength Building,2021-08-18,6
4993,Player 6,Strength Building,2021-08-25,10
4994,Player 6,Strength Building,2021-08-26,4
4995,Player 6,Strength Building,2021-09-02,4
4996,Player 6,Strength Building,2021-09-10,10
4997,Player 6,Strength Building,2021-09-14,4
4998,Player 6,Strength Building,2021-09-16,8
4999,Player 6,Strength Building,2021-09-17,8
5000,Player 6,Strength Building,2021-09-20,8
5001,Player 6,Strength Building,2021-09-22,3
5002,Player 6,Strength Building,2021-10-06,8
5003,Player 6,Strength Building,2021-10-08,3
5004,Player 6,Strength Building,2021-10-13,3
5005,Player 6,Strength Building,2021-10-14,3
5006,Player 6,Strength Building,2021-10-15,5
5007,Player 6,Strength Building,2021-11-05,4
5008,Player 6,Strength Building,2021-11-10,10
5009,Player 6,Strength Building,2021-11-19,6
5010,Player 6,Strength Building,2021-12-03,5
5011,Player 6,Strength Building,2021-12-10,6
5012,Player 6,Strength Building,2021-12-15,6
5013,Player 6,Strength Building,2021-12-16,6
5014,Player 6,Strength Building,2021-12-17,10
5015,Player 6,Strength Building,2021-12-29,3
5016,Player 6,Strength Building,2021-12-30,10
5017,Player 6,Agility,2021-08-05,5
5018,Player 6,Agility,2021-08-06,7
5019,Player 6,Agility,2021-08-10,3
5020,Player 6,Agility,2021-08-13,10
5021,Player 6,Agility,2021-08-16,7
5022,Player 6,Agility,2021-08-19,3
5023,Player 6,Agility,2021-08-25,7
5024,Player 6,Agility,2021-08-27,3
5025,Player 6,Agility,2021-08-31,7
5026,Player 6,Agility,2021-09-06,3
5027,Player 6,Agility,2021-09-08,5
5028,Player 6,Agility,2021-09-14,5
5029,Player 6,Agility,2021-09-20,8
5030,Player 6,Agility,2021-09-27,4
5031,Player 6,Agility,2021-10-08,6
5032,Player 6,Agility,2021-10-13,8
5033,Player 6,Agility,2021-10-14,7
5034,Player 6,Agility,2021-10-20,5
5035,Player 6,Agility,2021-10-22,8
5036,Player 6,Agility,2021-10-28,4
5037,Player 6,Agility,2021-11-05,6
5038,Player 6,Agility,2021-11-10,4
5039,Player 6,Agility,2021-11-12,3
5040,Player 6,Agility,2021-11-18,4
5041,Player 6,Agility,2021-11-19,6
5042,Player 6,Agility,2021-11-24,7
5043,Player 6,Agility,2021-11-26,9
5044,Player 6,Agility,2021-12-01,5
5045,Player 6,Agility,2021-12-09,9
5046,Player 6,Agility,2021-12-30,9
5047,Player 6,Cardio,2021-08-05,7
5048,Player 6,Cardio,2021-08-12,7
5049,Player 6,Cardio,2021-08-18,7
5050,Player 6,Cardio,2021-08-19,8
5051,Player 6,Cardio,2021-08-24,5
5052,Player 6,Cardio,2021-08-25,6
5053,Player 6,Cardio,2021-08-26,3
5054,Player 6,Cardio,2021-08-27,5
5055,Player 6,Cardio,2021-08-30,5
5056,Player 6,Cardio,2021-08-31,8
5057,Player 6,Cardio,2021-09-02,3
5058,Player 6,Cardio,2021-09-06,5
5059,Player 6,Cardio,2021-09-09,7
5060,Player 6,Cardio,2021-09-14,6
5061,Player 6,Cardio,2021-09-20,9
5062,Player 6,Cardio,2021-10-07,4
5063,Player 6,Cardio,2021-10-15,5
5064,Player 6,Cardio,2021-10-22,8
5065,Player 6,Cardio,2021-10-29,9
5066,Player 6,Cardio,2021-11-03,8
5067,Player 6,Cardio,2021-11-04,9
5068,Player 6,Cardio,2021-11-11,4
5069,Player 6,Cardio,2021-11-17,8
5070,Player 6,Cardio,2021-11-24,3
5071,Player 6,Cardio,2021-12-01,3
5072,Player 6,Cardio,2021-12-02,9
5073,Player 6,Cardio,2021-12-10,8
5074,Player 6,Cardio,2021-12-23,5
5075,Player 6,Cardio,2021-12-29,5
5076,Player 6,Cardio,2021-12-30,5
5077,Player 6,Cardio,2021-12-31,10
5078,Player 7,Strength Building,2021-08-05,4
5079,Player 7,Strength Building,2021-08-10,9
5080,Player 7,Strength Building,2021-08-16,8
5081,Player 7,Strength Building,2021-08-17,10
5082,Player 7,Strength Building,2021-08-26,9
5083,Player 7,Strength Building,2021-08-27,3
5084,Player 7,Strength Building,2021-09-06,9
5085,Player 7,Strength Building,2021-09-08,3
5086,Player 7,Strength Building,2021-09-13,6
5087,Player 7,Strength Building,2021-09-14,5
5088,Player 7,Strength Building,2021-09-30,6
5089,Player 7,Strength Building,2021-10-14,10
5090,Player 7,Strength Building,2021-10-22,7
5091,Player 7,Strength Building,2021-10-28,10
5092,Player 7,Strength Building,2021-10-29,8
5093,Player 7,Strength Building,2021-11-03,6
5094,Player 7,Strength Building,2021-11-11,10
5095,Player 7,Strength Building,2021-11-18,5
5096,Player 7,Strength Building,2021-11-24,4
5097,Player 7,Strength Building,2021-11-25,4
5098,Player 7,Strength Building,2021-12-02,6
5099,Player 7,Strength Building,2021-12-03,10
5100,Player 7,Strength Building,2021-12-09,4
5101,Player 7,Strength Building,2021-12-10,10
5102,Player 7,Strength Building,2021-12-16,5
5103,Player 7,Strength Building,2021-12-17,9
5104,Player 7,Strength Building,2021-12-22,5
5105,Player 7,Agility,2021-08-06,6
5106,Player 7,Agility,2021-08-10,9
5107,Player 7,Agility,2021-08-11,8
5108,Player 7,Agility,2021-08-19,10
5109,Player 7,Agility,2021-08-20,9
5110,Player 7,Agility,2021-08-23,3
5111,Player 7,Agility,2021-08-24,8
5112,Player 7,Agility,2021-08-27,5
5113,Player 7,Agility,2021-09-06,10
5114,Player 7,Agility,2021-09-09,3
5115,Player 7,Agility,2021-09-13,6
5116,Player 7,Agility,2021-09-14,4
5117,Player 7,Agility,2021-09-15,10
5118,Player 7,Agility,2021-09-17,5
5119,Player 7,Agility,2021-09-22,7
5120,Player 7,Agility,2021-09-23,3
5121,Player 7,Agility,2021-09-30,5
5122,Player 7,Agility,2021-10-01,10
5123,Player 7,Agility,2021-10-13,3
5124,Player 7,Agility,2021-10-21,7
5125,Player 7,Agility,2021-11-03,7
5126,Player 7,Agility,2021-11-17,5
5127,Player 7,Agility,2021-11-19,7
5128,Player 7,Agility,2021-11-26,4
5129,Player 7,Agility,2021-12-01,4
5130,Player 7,Agility,2021-12-02,5
5131,Player 7,Agility,2021-12-03,10
5132,Player 7,Agility,2021-12-17,5
5133,Player 7,Agility,2021-12-29,7
5134,Player 7,Cardio,2021-08-05,4
5135,Player 7,Cardio,2021-08-10,4
5136,Player 7,Cardio,2021-08-12,7
5137,Player 7,Cardio,2021-08-17,7
5138,Player 7,Cardio,2021-08-19,7
5139,Player 7,Cardio,2021-08-23,7
5140,Player 7,Cardio,2021-08-24,9
5141,Player 7,Cardio,2021-08-30,7
5142,Player 7,Cardio,2021-09-02,9
5143,Player 7,Cardio,2021-09-08,4
5144,Player 7,Cardio,2021-09-09,8
5145,Player 7,Cardio,2021-09-10,6
5146,Player 7,Cardio,2021-09-14,5
5147,Player 7,Cardio,2021-09-16,4
5148,Player 7,Cardio,2021-09-22,9
5149,Player 7,Cardio,2021-09-23,10
5150,Player 7,Cardio,2021-09-27,7
5151,Player 7,Cardio,2021-10-08,6
5152,Player 7,Cardio,2021-10-14,8
5153,Player 7,Cardio,2021-10-20,5
5154,Player 7,Cardio,2021-10-28,10
5155,Player 7,Cardio,2021-10-29,4
5156,Player 7,Cardio,2021-11-03,8
5157,Player 7,Cardio,2021-11-17,6
5158,Player 7,Cardio,2021-11-26,9
5159,Player 7,Cardio,2021-12-15,9
5160,Player 7,Cardio,2021-12-22,4
5161,Player 7,Cardio,2021-12-24,10
5162,Player 7,Cardio,2021-12-29,6
5163,Player 7,Cardio,2021-12-30,3
5164,Player 8,Strength Building,2021-08-04,8
5165,Player 8,Strength Building,2021-08-06,4
5166,Player 8,Strength Building,2021-08-16,9
5167,Player 8,Strength Building,2021-08-18,10
5168,Player 8,Strength Building,2021-08-19,7
5169,Player 8,Strength Building,2021-08-20,7
5170,Player 8,Strength Building,2021-08-23,10
5171,Player 8,Strength Building,2021-08-24,4
5172,Player 8,Strength Building,2021-08-26,3
5173,Player 8,Strength Building,2021-09-01,3
5174,Player 8,Strength Building,2021-09-03,5
5175,Player 8,Strength Building,2021-09-06,4
5176,Player 8,Strength Building,2021-09-08,3
5177,Player 8,Strength Building,2021-09-15,4
5178,Player 8,Strength Building,2021-09-17,5
5179,Player 8,Strength Building,2021-09-20,7
5180,Player 8,Strength Building,2021-09-21,6
5181,Player 8,Strength Building,2021-09-24,10
5182,Player 8,Strength Building,2021-10-07,9
5183,Player 8,Strength Building,2021-10-08,4
5184,Player 8,Strength Building,2021-10-13,7
5185,Player 8,Strength Building,2021-10-15,7
5186,Player 8,Strength Building,2021-10-20,10
5187,Player 8,Strength Building,2021-10-27,4
5188,Player 8,Strength Building,2021-10-28,8
5189,Player 8,Strength Building,2021-11-04,7
5190,Player 8,Strength Building,2021-11-19,7
5191,Player 8,Strength Building,2021-12-01,10
5192,Player 8,Strength Building,2021-12-08,7
5193,Player 8,Strength Building,2021-12-09,10
5194,Player 8,Strength Building,2021-12-10,5
5195,Player 8,Strength Building,2021-12-16,7
5196,Player 8,Strength Building,2021-12-22,8
5197,Player 8,Strength Building,2021-12-30,8
5198,Player 8,Agility,2021-08-04,5
5199,Player 8,Agility,2021-08-09,7
5200,Player 8,Agility,2021-08-12,10
5201,Player 8,Agility,2021-08-19,3
5202,Player 8,Agility,2021-08-20,5
5203,Player 8,Agility,2021-08-23,3
5204,Player 8,Agility,2021-08-24,9
5205,Player 8,Agility,2021-08-27,3
5206,Player 8,Agility,2021-08-30,7
5207,Player 8,Agility,2021-09-02,6
5208,Player 8,Agility,2021-09-03,4
5209,Player 8,Agility,2021-09-06,5
5210,Player 8,Agility,2021-09-07,5
5211,Player 8,Agility,2021-09-14,5
5212,Player 8,Agility,2021-09-17,4
5213,Player 8,Agility,2021-09-20,4
5214,Player 8,Agility,2021-09-24,5
5215,Player 8,Agility,2021-09-30,7
5216,Player 8,Agility,2021-10-07,10
5217,Player 8,Agility,2021-10-13,5
5218,Player 8,Agility,2021-10-15,6
5219,Player 8,Agility,2021-10-20,8
5220,Player 8,Agility,2021-10-21,3
5221,Player 8,Agility,2021-10-22,3
5222,Player 8,Agility,2021-10-27,3
5223,Player 8,Agility,2021-11-03,5
5224,Player 8,Agility,2021-11-04,9
5225,Player 8,Agility,2021-11-10,5
5226,Player 8,Agility,2021-11-18,10
5227,Player 8,Agility,2021-11-19,7
5228,Player 8,Agility,2021-12-10,8
5229,Player 8,Agility,2021-12-16,3
5230,Player 8,Agility,2021-12-17,3
5231,Player 8,Agility,2021-12-23,4
5232,Player 8,Cardio,2021-08-04,7
5233,Player 8,Cardio,2021-08-05,6
5234,Player 8,Cardio,2021-08-20,5
5235,Player 8,Cardio,2021-08-25,8
5236,Player 8,Cardio,2021-08-30,8
5237,Player 8,Cardio,2021-09-08,6
5238,Player 8,Cardio,2021-09-09,10
5239,Player 8,Cardio,2021-09-14,3
5240,Player 8,Cardio,2021-09-17,5
5241,Player 8,Cardio,2021-09-21,6
5242,Player 8,Cardio,2021-09-22,7
5243,Player 8,Cardio,2021-09-24,6
5244,Player 8,Cardio,2021-10-13,6
5245,Player 8,Cardio,2021-10-20,6
5246,Player 8,Cardio,2021-10-21,10
5247,Player 8,Cardio,2021-10-29,10
5248,Player 8,Cardio,2021-11-04,5
5249,Player 8,Cardio,2021-11-11,6
5250,Player 8,Cardio,2021-11-12,3
5251,Player 8,Cardio,2021-11-17,7
5252,Player 8,Cardio,2021-11-25,6
5253,Player 8,Cardio,2021-11-26,8
5254,Player 8,Cardio,2021-12-09,9
5255,Player 8,Cardio,2021-12-10,10
5256,Player 8,Cardio,2021-12-24,6
5257,Player 8,Cardio,2021-12-31,3
5258,Player 9,Strength Building,2021-08-05,10
5259,Player 9,Strength Building,2021-08-13,10
5260,Player 9,Strength Building,2021-08-17,10
5261,Player 9,Strength Building,2021-08-18,3
5262,Player 9,Strength Building,2021-08-19,6
5263,Player 9,Strength Building,2021-08-27,3
5264,Player 9,Strength Building,2021-08-30,7
5265,Player 9,Strength Building,2021-08-31,6
5266,Player 9,Strength Building,2021-09-03,10
5267,Player 9,Strength Building,2021-09-06,7
5268,Player 9,Strength Building,2021-09-07,9
5269,Player 9,Strength Building,2021-09-08,4
5270,Player 9,Strength Building,2021-09-09,3
5271,Player 9,Strength Building,2021-09-10,9
5272,Player 9,Strength Building,2021-09-15,8
5273,Player 9,Strength Building,2021-09-16,8
5274,Player 9,Strength Building,2021-09-22,8
5275,Player 9,Strength Building,2021-09-30,5
5276,Player 9,Strength Building,2021-10-06,9
5277,Player 9,Strength Building,2021-10-28,10
5278,Player 9,Strength Building,2021-11-04,9
5279,Player 9,Strength Building,2021-11-05,5
5280,Player 9,Strength Building,2021-11-10,4
5281,Player 9,Strength Building,2021-11-11,6
5282,Player 9,Strength Building,2021-11-12,5
5283,Player 9,Strength Building,2021-11-18,6
5284,Player 9,Strength Building,2021-11-19,6
5285,Player 9,Strength Building,2021-11-25,6
5286,Player 9,Strength Building,2021-12-08,8
5287,Player 9,Strength Building,2021-12-15,4
5288,Player 9,Strength Building,2021-12-23,7
5289,Player 9,Strength Building,2021-12-24,3
5290,Player 9,Strength Building,2021-12-29,7
5291,Player 9,Agility,2021-08-04,6
5292,Player 9,Agility,2021-08-05,8
5293,Player 9,Agility,2021-08-09,6
5294,Player 9,Agility,2021-08-16,10
5295,Player 9,Agility,2021-08-17,9
5296,Player 9,Agility,2021-08-18,4
5297,Player 9,Agility,2021-08-19,7
5298,Player 9,Agility,2021-08-20,6
5299,Player 9,Agility,2021-08-24,3
5300,Player 9,Agility,2021-08-25,9
5301,Player 9,Agility,2021-08-30,6
